"","class","Species","obsDate","State","Latitude","Longitude","New","Confirmed","Alive","Date","week.number","Live","Health"
"1","Whales and Dolphins","Tursiops truncatus","2010-05-07","LA",29.7115,-89.42988,"N","Y","N","2010-05-07",19,0,"Dead"
"2","Whales and Dolphins","Tursiops truncatus","2010-05-07","LA",29.79369,-89.3445,"N","Y","N","2010-05-07",19,0,"Dead"
"3","Whales and Dolphins","Tursiops truncatus","2010-05-09","AL",30.51182,-88.10054,"N","Y","N","2010-05-09",19,0,"Dead"
"4","Whales and Dolphins","Tursiops truncatus","2010-05-09","MS",30.24547,-88.74055,"N","Y","N","2010-05-09",19,0,"Dead"
"5","Whales and Dolphins","Tursiops truncatus","2010-05-13","LA",29.26598,-89.60778,"N","Y","N","2010-05-13",20,0,"Dead"
"6","Whales and Dolphins","Tursiops truncatus","2010-05-13","LA",30.07178,-89.95213,"N","Y","N","2010-05-13",20,0,"Dead"
"7","Whales and Dolphins","Tursiops truncatus","2010-05-14","LA",29.2747,-89.94015,"N","Y","N","2010-05-14",20,0,"Dead"
"8","Whales and Dolphins","Tursiops truncatus","2010-05-14","LA",29.29474,-89.90714,"N","Y","N","2010-05-14",20,0,"Dead"
"9","Whales and Dolphins","Tursiops truncatus","2010-05-14","LA",29.29571,-89.90682,"N","Y","N","2010-05-14",20,0,"Dead"
"10","Whales and Dolphins","Tursiops truncatus","2010-05-14","AL",30.33761,-87.60326,"N","Y","N","2010-05-14",20,0,"Dead"
"11","Whales and Dolphins","Tursiops truncatus","2010-05-14","MS",30.23066,-88.66986,"N","Y","N","2010-05-14",20,0,"Dead"
"12","Whales and Dolphins","Tursiops truncatus","2010-05-14","LA",29.0512,-90.9215,"N","Y","N","2010-05-14",20,0,"Dead"
"13","Whales and Dolphins","Tursiops truncatus","2010-05-17","MS",30.250817,-88.723133,"N","Y","N","2010-05-17",21,0,"Dead"
"14","Whales and Dolphins","Tursiops truncatus","2010-05-17","MS",30.245933,-88.736783,"N","Y","N","2010-05-17",21,0,"Dead"
"15","Whales and Dolphins","Tursiops truncatus","2010-05-18","MS",30.213933,-89.0828,"N","Y","N","2010-05-18",21,0,"Dead"
"16","Whales and Dolphins","Tursiops truncatus","2010-05-18","MS",30.22945,-89.071717,"N","Y","N","2010-05-18",21,0,"Dead"
"17","Whales and Dolphins","Tursiops truncatus","2010-05-18","LA",29.575783,-89.7118,"N","Y","N","2010-05-18",21,0,"Dead"
"18","Whales and Dolphins","Tursiops truncatus","2010-05-21","AL",30.37178,-88.24439,"N","Y","N","2010-05-21",21,0,"Dead"
"19","Whales and Dolphins","Tursiops truncatus","2010-05-22","LA",28.9964,-89.34203,"N","Y","N","2010-05-22",21,0,"Dead"
"20","Whales and Dolphins","Tursiops truncatus","2010-05-24","LA",29.215217,-90.021517,"N","Y","N","2010-05-24",22,0,"Dead"
"21","Whales and Dolphins","Tursiops truncatus","2010-05-24","LA",29.065,-90.33533,"N","Y","N","2010-05-24",22,0,"Dead"
"22","Whales and Dolphins","Tursiops truncatus","2010-05-24","LA",29.06733,-90.335083,"N","Y","N","2010-05-24",22,0,"Dead"
"23","Whales and Dolphins","Tursiops truncatus","2010-05-25","LA",29.24636,-89.96594,"N","Y","N","2010-05-25",22,0,"Dead"
"24","Whales and Dolphins","Tursiops truncatus","2010-05-25","LA",29.55544,-92.00298,"N","Y","N","2010-05-25",22,0,"Dead"
"25","Whales and Dolphins","Tursiops truncatus","2010-05-29","LA",29.2721,-89.946,"N","Y","N","2010-05-29",22,0,"Dead"
"26","Whales and Dolphins","Tursiops truncatus","2010-05-29","LA",29.7679,-93.40581,"N","Y","N","2010-05-29",22,0,"Dead"
"27","Whales and Dolphins","Tursiops truncatus","2010-05-29","LA",29.2721,-89.946,"N","Y","N","2010-05-29",22,0,"Dead"
"28","Whales and Dolphins","Tursiops truncatus","2010-05-30","LA",29.26891,-89.95302,"N","Y","N","2010-05-30",22,0,"Dead"
"29","Whales and Dolphins","Tursiops truncatus","2010-05-30","LA",29.26879,-89.95309,"N","Y","N","2010-05-30",22,0,"Dead"
"30","Whales and Dolphins","Stenella sp.","2010-06-02","FL",29.658121,-85.17408,"N","Y","N","2010-06-02",23,0,"Dead"
"31","Whales and Dolphins","Stenella sp.","2010-06-02","FL",29.923733,-85.38795,"N","Y","N","2010-06-02",23,0,"Dead"
"32","Whales and Dolphins","Tursiops truncatus","2010-06-04","LA",29.12284,-90.333994,"N","Y","N","2010-06-04",23,0,"Dead"
"33","Whales and Dolphins","Stenella sp.","2010-06-05","FL",30.097167,-85.696333,"N","Y","N","2010-06-05",23,0,"Dead"
"34","Whales and Dolphins","Tursiops truncatus","2010-06-06","LA",29.0889,-90.2272,"N","Y","N","2010-06-06",23,0,"Dead"
"35","Whales and Dolphins","Tursiops truncatus","2010-06-06","LA",29.24657,-90.00166,"N","Y","N","2010-06-06",23,0,"Dead"
"36","Whales and Dolphins","Tursiops truncatus","2010-06-06","LA",29.77714,-93.24993,"N","Y","N","2010-06-06",23,0,"Dead"
"37","Whales and Dolphins","Tursiops truncatus","2010-06-06","MS",30.35514,-89.09917,"N","Y","N","2010-06-06",23,0,"Dead"
"38","Whales and Dolphins","Tursiops truncatus","2010-06-07","LA",29.24831,-90.0252,"N","Y","N","2010-06-07",24,0,"Dead"
"39","Whales and Dolphins","Tursiops truncatus","2010-06-09","LA",29.04978,-90.72654,"N","Y","N","2010-06-09",24,0,"Dead"
"40","Whales and Dolphins","Tursiops truncatus","2010-06-12","LA",29.299963,-89.706022,"N","Y","N","2010-06-12",24,0,"Dead"
"41","Whales and Dolphins","Tursiops truncatus","2010-06-15","AL",30.46536,-88.07341,"N","Y","N","2010-06-15",25,0,"Dead"
"42","Whales and Dolphins","Tursiops truncatus","2010-06-15","MS",30.3818,-89.025,"N","Y","N","2010-06-15",25,0,"Dead"
"43","Whales and Dolphins","Physter macrocephalus","2010-06-15","MS",27.673611,-88.366667,"N","Y","N","2010-06-15",25,0,"Dead"
"44","Whales and Dolphins","Tursiops truncatus","2010-06-17","AL",30.2802,-87.5405,"N","Y","N","2010-06-17",25,0,"Dead"
"45","Whales and Dolphins","Tursiops truncatus","2010-06-19","MS",30.2577,-89.0981,"N","Y","N","2010-06-19",25,0,"Dead"
"46","Whales and Dolphins","Tursiops truncatus","2010-06-19","LA",29.75695,-93.11616,"N","Y","N","2010-06-19",25,0,"Dead"
"47","Whales and Dolphins","Tursiops truncatus","2010-06-23","LA",29.87635,-89.24873,"N","Y","N","2010-06-23",26,0,"Dead"
"48","Whales and Dolphins","Stenella sp.","2010-06-23","FL",30.3169,-87.2607,"N","Y","N","2010-06-23",26,0,"Dead"
"49","Whales and Dolphins","Tursiops truncatus","2010-06-25","LA",29.20493,-90.63451,"N","Y","N","2010-06-25",26,0,"Dead"
"50","Whales and Dolphins","Tursiops truncatus","2010-06-25","LA",29.16488,-90.63619,"N","Y","N","2010-06-25",26,0,"Dead"
"51","Whales and Dolphins","Tursiops truncatus","2010-06-25","AL",30.4089,-88.01716,"N","Y","N","2010-06-25",26,0,"Dead"
"52","Whales and Dolphins","Tursiops truncatus","2010-06-29","MS",30.29949,-88.58916,"N","Y","N","2010-06-29",27,0,"Dead"
"53","Whales and Dolphins","Tursiops truncatus","2010-07-02","MS",30.32208,-88.3484,"N","Y","N","2010-07-02",27,0,"Dead"
"54","Whales and Dolphins","Tursiops truncatus","2010-07-05","MS",30.305,-89.2533,"N","Y","N","2010-07-05",28,0,"Dead"
"55","Whales and Dolphins","Tursiops truncatus","2010-07-08","AL",30.315,-87.74528,"N","Y","N","2010-07-08",28,0,"Dead"
"56","Whales and Dolphins","Stenella sp.","2010-06-24","LA",29.7622,-93.1397,"N","Y","N","2010-06-24",26,0,"Dead"
"57","Whales and Dolphins","Stenella sp.","2010-06-24","LA",29.7622,-93.1397,"N","Y","N","2010-06-24",26,0,"Dead"
"58","Whales and Dolphins","Tursiops truncatus","2010-07-09","LA",29.7614,-93.5614,"N","Y","N","2010-07-09",28,0,"Dead"
"59","Whales and Dolphins","Tursiops truncatus","2010-07-11","MS",30.3461,-88.9278,"N","Y","N","2010-07-11",28,0,"Dead"
"60","Whales and Dolphins","Tursiops truncatus","2010-07-18","MS",30.3334,-89.1788,"N","Y","N","2010-07-18",29,0,"Dead"
"61","Whales and Dolphins","Tursiops truncatus","2010-07-21","MS",30.3326,-88.5833,"N","Y","N","2010-07-21",30,0,"Dead"
"62","Whales and Dolphins","Tursiops truncatus","2010-07-21","MS",30.4098,-88.8412,"N","Y","N","2010-07-21",30,0,"Dead"
"63","Whales and Dolphins","Tursiops truncatus","2010-08-03","LA",29.7704,-93.1804,"N","Y","N","2010-08-03",32,0,"Dead"
"64","Whales and Dolphins","Tursiops truncatus","2010-08-03","MS",30.3192,-89.0113,"N","Y","N","2010-08-03",32,0,"Dead"
"65","Whales and Dolphins","Tursiops truncatus","2010-08-04","LA",29.3002,-89.7074,"N","Y","N","2010-08-04",32,0,"Dead"
"66","Whales and Dolphins","Tursiops truncatus","2010-08-05","MS",30.2895,-89.2738,"N","Y","N","2010-08-05",32,0,"Dead"
"67","Whales and Dolphins","Tursiops truncatus","2010-08-05","LA",29.68659,-90.09885,"N","Y","N","2010-08-05",32,0,"Dead"
"68","Whales and Dolphins","Tursiops truncatus","2010-08-01","LA",29.52927,-89.55027,"N","Y","N","2010-08-01",31,0,"Dead"
"69","Whales and Dolphins","Tursiops truncatus","2010-08-08","LA",29.32095,-89.883,"N","Y","N","2010-08-08",32,0,"Dead"
"70","Whales and Dolphins","Tursiops truncatus","2010-08-08","LA",29.76849,-93.42952,"N","Y","N","2010-08-08",32,0,"Dead"
"71","Whales and Dolphins","Tursiops truncatus","2010-08-07","LA",29.77676,-93.26363,"N","Y","N","2010-08-07",32,0,"Dead"
"72","Whales and Dolphins","Tursiops truncatus","2010-08-17","FL",30.2423,-85.9329,"N","Y","N","2010-08-17",34,0,"Dead"
"73","Whales and Dolphins","Tursiops truncatus","2010-05-06","LA",29.655,-89.441,"N","Y","N","2010-05-06",19,0,"Dead"
"74","Whales and Dolphins","Tursiops truncatus","2010-08-19","LA",28.4883,-89.3311,"N","Y","N","2010-08-19",34,0,"Dead"
"75","Whales and Dolphins","Unknown","2010-08-20","LA",29.948909,-89.38765,"N","Y","N","2010-08-20",34,0,"Dead"
"76","Whales and Dolphins","Tursiops truncatus","2010-08-21","LA",29.1705,-90.57895,"N","Y","N","2010-08-21",34,0,"Dead"
"77","Whales and Dolphins","Tursiops truncatus","2010-08-22","LA",29.31992,-89.83776,"N","Y","N","2010-08-22",34,0,"Dead"
"78","Whales and Dolphins","Tursiops truncatus","2010-08-23","LA",29.21451,-91.12,"N","Y","N","2010-08-23",35,0,"Dead"
"79","Whales and Dolphins","Tursiops truncatus","2010-08-24","LA",29.18333,-90.93803,"N","Y","N","2010-08-24",35,0,"Dead"
"80","Whales and Dolphins","Tursiops truncatus","2010-08-24","MS",30.52683,-88.59612,"N","Y","N","2010-08-24",35,0,"Dead"
"81","Whales and Dolphins","Tursiops truncatus","2010-08-27","LA",29.04871,-90.92101,"N","Y","N","2010-08-27",35,0,"Dead"
"82","Whales and Dolphins","Unknown","2010-09-01","LA",29.21418,-91.11926,"N","Y","N","2010-09-01",36,0,"Dead"
"83","Whales and Dolphins","Tursiops truncatus","2010-09-02","LA",29.93397,-89.40405,"N","Y","N","2010-09-02",36,0,"Dead"
"84","Whales and Dolphins","Tursiops truncatus","2010-09-02","LA",29.14415,-90.12308,"N","Y","N","2010-09-02",36,0,"Dead"
"85","Whales and Dolphins","Tursiops truncatus","2010-09-02","LA",29.42247,-89.68827,"N","Y","N","2010-09-02",36,0,"Dead"
"86","Whales and Dolphins","Tursiops truncatus","2010-09-04","LA",30.1754,-89.69735,"N","Y","N","2010-09-04",36,0,"Dead"
"87","Whales and Dolphins","Tursiops truncatus","2010-09-10","LA",29.05048,-90.92498,"N","Y","N","2010-09-10",37,0,"Dead"
"88","Whales and Dolphins","Tursiops truncatus","2010-09-11","LA",29.26278,-89.94936,"N","Y","N","2010-09-11",37,0,"Dead"
"89","Whales and Dolphins","Tursiops truncatus","2010-09-11","LA",29.30493,-89.95745,"N","Y","N","2010-09-11",37,0,"Dead"
"90","Whales and Dolphins","Tursiops truncatus","2010-09-11","MS",30.29659,-89.33904,"N","Y","N","2010-09-11",37,0,"Dead"
"91","Whales and Dolphins","Kogia sp.","2010-09-12","LA",28.9435,-89.41249,"N","Y","N","2010-09-12",37,0,"Dead"
"92","Whales and Dolphins","Tursiops truncatus","2010-09-14","LA",29.23313,-90.09193,"N","Y","N","2010-09-14",38,0,"Dead"
"93","Whales and Dolphins","Tursiops truncatus","2010-09-19","AL",30.25078,-88.20687,"N","Y","N","2010-09-19",38,0,"Dead"
"94","Whales and Dolphins","Tursiops truncatus","2010-09-21","FL",30.1307,-85.7433,"N","Y","N","2010-09-21",39,0,"Dead"
"95","Whales and Dolphins","Tursiops truncatus","2010-09-22","LA",29.1464,-90.20774,"N","Y","N","2010-09-22",39,0,"Dead"
"96","Whales and Dolphins","Peponocephala electra","2010-09-21","AL",30.39444,-88.31717,"N","Y","N","2010-09-21",39,0,"Dead"
"97","Whales and Dolphins","Tursiops truncatus","2010-09-24","FL",29.83813,-85.31802,"N","Y","N","2010-09-24",39,0,"Dead"
"98","Whales and Dolphins","Tursiops truncatus","2010-10-01","MS",30.23833,-89.07305,"N","Y","N","2010-10-01",40,0,"Dead"
"99","Sea Turtles","Lepidochelys kempii","2010-05-02","AL",30.2313,-87.936861,"N","Y","N","2010-05-02",18,0,"Dead"
"100","Sea Turtles","Lepidochelys kempii","2010-05-02","AL",30.250125,-88.075553,"N","Y","N","2010-05-02",18,0,"Dead"
"101","Sea Turtles","Lepidochelys kempii","2010-05-03","AL",30.248253,-88.125822,"N","Y","N","2010-05-03",19,0,"Dead"
"102","Sea Turtles","Lepidochelys kempii","2010-05-03","AL",30.26888,-88.07172,"N","Y","N","2010-05-03",19,0,"Dead"
"103","Sea Turtles","Lepidochelys kempii","2010-05-03","AL",30.332274,-88.132595,"N","Y","N","2010-05-03",19,0,"Dead"
"104","Sea Turtles","Lepidochelys kempii","2010-05-04","AL",30.2481,-88.1261,"N","Y","N","2010-05-04",19,0,"Dead"
"105","Sea Turtles","Lepidochelys kempii","2010-05-04","AL",30.395431,-88.107261,"N","Y","N","2010-05-04",19,0,"Dead"
"106","Sea Turtles","Lepidochelys kempii","2010-05-04","AL",30.5401,-88.0814,"N","Y","N","2010-05-04",19,0,"Dead"
"107","Sea Turtles","Lepidochelys kempii","2010-05-05","AL",30.368167,-88.278317,"N","Y","N","2010-05-05",19,0,"Dead"
"108","Sea Turtles","Lepidochelys kempii","2010-05-05","AL",30.445639,-88.109028,"N","Y","N","2010-05-05",19,0,"Dead"
"109","Sea Turtles","Lepidochelys kempii","2010-05-06","AL",30.250164,-88.162886,"N","Y","N","2010-05-06",19,0,"Dead"
"110","Sea Turtles","Lepidochelys kempii","2010-05-06","AL",30.249856,-88.2021,"N","Y","N","2010-05-06",19,0,"Dead"
"111","Sea Turtles","Lepidochelys kempii","2010-05-07","AL",30.367914,-87.839833,"N","Y","N","2010-05-07",19,0,"Dead"
"112","Sea Turtles","Lepidochelys kempii","2010-05-07","AL",30.492133,-87.929833,"N","Y","N","2010-05-07",19,0,"Dead"
"113","Sea Turtles","Lepidochelys kempii","2010-05-08","AL",30.24945,-88.172633,"N","Y","N","2010-05-08",19,0,"Dead"
"114","Sea Turtles","Lepidochelys kempii","2010-05-08","AL",30.253417,-87.823317,"N","Y","N","2010-05-08",19,0,"Dead"
"115","Sea Turtles","Lepidochelys kempii","2010-05-10","AL",30.381033,-88.267233,"N","Y","N","2010-05-10",20,0,"Dead"
"116","Sea Turtles","Lepidochelys kempii","2010-05-11","AL",30.230283,-88.023694,"N","Y","N","2010-05-11",20,0,"Dead"
"117","Sea Turtles","Lepidochelys kempii","2010-05-13","AL",30.25057,-87.82896,"N","Y","N","2010-05-13",20,0,"Dead"
"118","Sea Turtles","Caretta caretta","2010-05-13","AL",30.22843,-87.86139,"N","Y","N","2010-05-13",20,0,"Dead"
"119","Sea Turtles","Chelonia mydas","2010-05-13","AL",30.23116,-87.92899,"N","Y","N","2010-05-13",20,0,"Dead"
"120","Sea Turtles","Lepidochelys kempii","2010-05-13","AL",30.24561,-88.12423,"N","Y","N","2010-05-13",20,0,"Dead"
"121","Sea Turtles","Lepidochelys kempii","2010-05-13","AL",30.3709,-88.10967,"N","Y","N","2010-05-13",20,0,"Dead"
"122","Sea Turtles","Lepidochelys kempii","2010-05-14","AL",30.247186,-88.125303,"N","Y","N","2010-05-14",20,0,"Dead"
"123","Sea Turtles","Chelonia mydas","2010-05-16","AL",30.27427,-88.11115,"N","Y","N","2010-05-16",20,0,"Dead"
"124","Sea Turtles","Lepidochelys kempii","2010-05-17","AL",30.24383,-88.09289,"N","Y","N","2010-05-17",21,0,"Dead"
"125","Sea Turtles","Lepidochelys kempii","2010-05-18","AL",30.227653,-88.113175,"N","Y","N","2010-05-18",21,0,"Dead"
"126","Sea Turtles","Lepidochelys kempii","2010-05-18","AL",30.377883,-88.241517,"N","Y","N","2010-05-18",21,0,"Dead"
"127","Sea Turtles","Lepidochelys kempii","2010-05-18","AL",30.425728,-88.103975,"N","Y","N","2010-05-18",21,0,"Dead"
"128","Sea Turtles","Lepidochelys kempii","2010-05-18","AL",30.37832,-87.85102,"N","Y","N","2010-05-18",21,0,"Dead"
"129","Sea Turtles","Lepidochelys kempii","2010-05-19","AL",30.2476,-88.12448,"N","Y","N","2010-05-19",21,0,"Dead"
"130","Sea Turtles","Lepidochelys kempii","2010-05-19","AL",30.375,-88.285,"N","Y","Y","2010-05-19",21,1,"Alive"
"131","Sea Turtles","Lepidochelys kempii","2010-05-20","AL",30.23184,-88.33659,"N","Y","N","2010-05-20",21,0,"Dead"
"132","Sea Turtles","Lepidochelys kempii","2010-05-20","AL",30.23194,-88.33659,"N","Y","N","2010-05-20",21,0,"Dead"
"133","Sea Turtles","Lepidochelys kempii","2010-05-20","AL",30.3763,-88.24042,"N","Y","N","2010-05-20",21,0,"Dead"
"134","Sea Turtles","Lepidochelys kempii","2010-05-21","AL",30.244817,-88.114433,"N","Y","N","2010-05-21",21,0,"Dead"
"135","Sea Turtles","Lepidochelys kempii","2010-05-22","AL",30.381586,-88.257839,"N","Y","Y","2010-05-22",21,1,"Alive"
"136","Sea Turtles","Lepidochelys kempii","2010-05-22","AL",30.37675,-88.25848,"N","Y","N","2010-05-22",21,0,"Dead"
"137","Sea Turtles","Lepidochelys kempii","2010-05-22","AL",30.591497,-88.063306,"N","Y","N","2010-05-22",21,0,"Dead"
"138","Sea Turtles","Lepidochelys kempii","2010-05-23","AL",30.35887,-87.83267,"N","Y","N","2010-05-23",21,0,"Dead"
"139","Sea Turtles","Lepidochelys kempii","2010-05-23","AL",30.2827,-87.75123,"N","Y","N","2010-05-23",21,0,"Dead"
"140","Sea Turtles","Lepidochelys kempii","2010-05-24","AL",30.2573,-88.1462,"N","Y","N","2010-05-24",22,0,"Dead"
"141","Sea Turtles","Lepidochelys kempii","2010-05-24","AL",30.24507,-88.08815,"N","Y","N","2010-05-24",22,0,"Dead"
"142","Sea Turtles","Lepidochelys kempii","2010-05-24","AL",30.44495,-88.11424,"N","Y","N","2010-05-24",22,0,"Dead"
"143","Sea Turtles","Lepidochelys kempii","2010-05-24","AL",30.41885,-88.09638,"N","Y","N","2010-05-24",22,0,"Dead"
"144","Sea Turtles","Lepidochelys kempii","2010-05-26","AL",30.41673,-88.10479,"N","Y","N","2010-05-26",22,0,"Dead"
"145","Sea Turtles","Lepidochelys kempii","2010-05-27","AL",30.25057,-88.20267,"N","Y","N","2010-05-27",22,0,"Dead"
"146","Sea Turtles","Lepidochelys kempii","2010-05-27","AL",30.23557,-88.27688,"N","Y","N","2010-05-27",22,0,"Dead"
"147","Sea Turtles","Lepidochelys kempii","2010-05-28","AL",30.4923,-88.0519,"N","Y","N","2010-05-28",22,0,"Dead"
"148","Sea Turtles","Lepidochelys kempii","2010-05-29","AL",30.35415,-88.23312,"N","Y","N","2010-05-29",22,0,"Dead"
"149","Sea Turtles","Caretta caretta","2010-06-03","AL",30.2775,-87.5537,"N","Y","Y","2010-06-03",23,1,"Alive"
"150","Sea Turtles","Lepidochelys kempii","2010-06-04","AL",30.35898,-88.20843,"N","Y","N","2010-06-04",23,0,"Dead"
"151","Sea Turtles","Eretmochelys imbricata","2010-06-05","AL",30.248301,-87.676815,"N","Y","Y","2010-06-05",23,1,"Alive"
"152","Sea Turtles","Caretta caretta","2010-06-08","AL",30.23565,-88.26442,"N","Y","N","2010-06-08",24,0,"Dead"
"153","Sea Turtles","Lepidochelys kempii","2010-06-06","AL",30.37043,-88.25507,"N","Y","N","2010-06-06",23,0,"Dead"
"154","Sea Turtles","Caretta caretta","2010-06-11","AL",30.25106,-87.65367,"N","Y","N","2010-06-11",24,0,"Dead"
"155","Sea Turtles","Lepidochelys kempii","2010-06-13","AL",30.36646,-88.24433,"N","Y","N","2010-06-13",24,0,"Dead"
"156","Sea Turtles","Lepidochelys kempii","2010-06-13","AL",30.52578,-87.91704,"N","Y","N","2010-06-13",24,0,"Dead"
"157","Sea Turtles","Caretta caretta","2010-06-16","AL",30.25365,-87.64212,"N","Y","N","2010-06-16",25,0,"Dead"
"158","Sea Turtles","Lepidochelys kempii","2010-06-18","AL",30.52215,-88.06168,"N","Y","N","2010-06-18",25,0,"Dead"
"159","Sea Turtles","Lepidochelys kempii","2010-06-19","AL",30.26724,-87.78724,"N","Y","N","2010-06-19",25,0,"Dead"
"160","Sea Turtles","Lepidochelys kempii","2010-06-19","AL",30.28043,-87.76678,"N","Y","N","2010-06-19",25,0,"Dead"
"161","Sea Turtles","Lepidochelys kempii","2010-06-20","AL",30.37177,-88.06541,"N","Y","N","2010-06-20",25,0,"Dead"
"162","Sea Turtles","Lepidochelys kempii","2010-06-20","AL",30.332983,-88.1304,"N","Y","N","2010-06-20",25,0,"Dead"
"163","Sea Turtles","Lepidochelys kempii","2010-06-21","AL",30.53176,-88.0229,"N","Y","N","2010-06-21",26,0,"Dead"
"164","Sea Turtles","Lepidochelys kempii","2010-06-21","AL",30.29802,-87.99772,"N","Y","N","2010-06-21",26,0,"Dead"
"165","Sea Turtles","Lepidochelys kempii","2010-06-23","AL",30.6085,-88.0556,"N","Y","N","2010-06-23",26,0,"Dead"
"166","Sea Turtles","Lepidochelys kempii","2010-06-24","AL",30.3228,-87.51488,"N","Y","N","2010-06-24",26,0,"Dead"
"167","Sea Turtles","Lepidochelys kempii","2010-06-25","AL",30.25917,-87.86152,"N","Y","N","2010-06-25",26,0,"Dead"
"168","Sea Turtles","Lepidochelys kempii","2010-06-26","AL",30.370583,-88.2809,"N","Y","N","2010-06-26",26,0,"Dead"
"169","Sea Turtles","Lepidochelys kempii","2010-06-26","AL",30.290183,-88.208166,"N","Y","N","2010-06-26",26,0,"Dead"
"170","Sea Turtles","Lepidochelys kempii","2010-06-26","AL",30.27595,-87.76513,"N","Y","N","2010-06-26",26,0,"Dead"
"171","Sea Turtles","Unknown","2010-06-27","AL",30.49744,-88.04932,"N","Y","N","2010-06-27",26,0,"Dead"
"172","Sea Turtles","Lepidochelys kempii","2010-06-27","AL",30.50712,-88.0789,"N","Y","N","2010-06-27",26,0,"Dead"
"173","Sea Turtles","Chelonia mydas","2010-06-30","AL",30.2403,-88.12395,"N","Y","Y","2010-06-30",27,1,"Alive"
"174","Sea Turtles","Lepidochelys kempii","2010-07-02","AL",30.2255,-88.1089,"N","Y","N","2010-07-02",27,0,"Dead"
"175","Sea Turtles","Lepidochelys kempii","2010-07-02","AL",30.105,-88.04166,"N","Y","Y","2010-07-02",27,1,"Alive"
"176","Sea Turtles","Chelonia mydas","2010-07-05","AL",30.29965,-87.4859,"N","Y","N","2010-07-05",28,0,"Dead"
"177","Sea Turtles","Lepidochelys kempii","2010-07-09","AL",30.23985,-88.32628,"N","Y","Y","2010-07-09",28,1,"Alive"
"178","Sea Turtles","Lepidochelys kempii","2010-07-10","AL",30.59365,-88.0398,"N","Y","N","2010-07-10",28,0,"Dead"
"179","Sea Turtles","Lepidochelys kempii","2010-07-11","AL",30.27726,-87.76435,"N","Y","N","2010-07-11",28,0,"Dead"
"180","Sea Turtles","Lepidochelys kempii","2010-07-11","AL",30.2849,-87.7642,"N","Y","N","2010-07-11",28,0,"Dead"
"181","Sea Turtles","Lepidochelys kempii","2010-07-14","AL",30.48597,-88.01768,"N","Y","N","2010-07-14",29,0,"Dead"
"182","Sea Turtles","Unknown","2010-07-15","AL",30.28118,-87.75023,"N","Y","N","2010-07-15",29,0,"Dead"
"183","Sea Turtles","Lepidochelys kempii","2010-07-16","AL",30.28468,-87.81596,"N","Y","N","2010-07-16",29,0,"Dead"
"184","Sea Turtles","Lepidochelys kempii","2010-07-19","AL",30.268916,-87.868466,"N","Y","N","2010-07-19",30,0,"Dead"
"185","Sea Turtles","Lepidochelys kempii","2010-07-19","AL",30.28768,-88.30526,"N","Y","N","2010-07-19",30,0,"Dead"
"186","Sea Turtles","Lepidochelys kempii","2010-07-20","AL",30.49486,-88.07144,"N","Y","N","2010-07-20",30,0,"Dead"
"187","Sea Turtles","Lepidochelys kempii","2010-07-22","AL",30.477166,-88.098506,"N","Y","N","2010-07-22",30,0,"Dead"
"188","Sea Turtles","Caretta caretta","2010-07-22","AL",30.23022,-87.90641,"N","Y","N","2010-07-22",30,0,"Dead"
"189","Sea Turtles","Lepidochelys kempii","2010-07-27","AL",30.266116,-87.907716,"N","Y","N","2010-07-27",31,0,"Dead"
"190","Sea Turtles","Lepidochelys kempii","2010-07-28","AL",30.268316,-87.78671,"N","Y","N","2010-07-28",31,0,"Dead"
"191","Sea Turtles","Lepidochelys kempii","2010-07-29","AL",30.27134,-88.10646,"N","Y","N","2010-07-29",31,0,"Dead"
"192","Sea Turtles","Lepidochelys kempii","2010-07-31","AL",30.47674,-88.09686,"N","Y","N","2010-07-31",31,0,"Dead"
"193","Sea Turtles","Lepidochelys kempii","2010-07-31","AL",30.306031,-87.460682,"N","Y","N","2010-07-31",31,0,"Dead"
"194","Sea Turtles","Lepidochelys kempii","2010-08-03","AL",30.30233,-87.58668,"N","Y","N","2010-08-03",32,0,"Dead"
"195","Sea Turtles","Lepidochelys kempii","2010-08-03","AL",30.2457,-88.07559,"N","Y","Y","2010-08-03",32,1,"Alive"
"196","Sea Turtles","Caretta caretta","2010-08-04","AL",29.98667,-88.225,"N","Y","Y","2010-08-04",32,1,"Alive"
"197","Sea Turtles","Lepidochelys kempii","2010-08-05","AL",30.281466,-87.786766,"N","Y","N","2010-08-05",32,0,"Dead"
"198","Sea Turtles","Lepidochelys kempii","2010-08-06","AL",30.24632,-87.66694,"N","Y","Y","2010-08-06",32,1,"Alive"
"199","Sea Turtles","Unknown","2010-08-06","AL",30.513116,-88.0482,"N","Y","N","2010-08-06",32,0,"Dead"
"200","Sea Turtles","Unknown","2010-08-07","AL",30.5203,-88.042,"N","Y","N","2010-08-07",32,0,"Dead"
"201","Sea Turtles","Unknown","2010-08-07","AL",30.52217,-88.03567,"N","Y","N","2010-08-07",32,0,"Dead"
"202","Sea Turtles","Caretta caretta","2010-08-09","AL",30.27283,-87.54787,"N","Y","N","2010-08-09",33,0,"Dead"
"203","Sea Turtles","Lepidochelys kempii","2010-08-09","AL",30.4685,-88.0555,"N","Y","N","2010-08-09",33,0,"Dead"
"204","Sea Turtles","Lepidochelys kempii","2010-08-09","AL",30.26768,-87.7916,"N","Y","N","2010-08-09",33,0,"Dead"
"205","Sea Turtles","Lepidochelys kempii","2010-08-12","AL",30.25025,-88.16543,"N","Y","N","2010-08-12",33,0,"Dead"
