"","class","Species","obsDate","State","Latitude","Longitude","New","Confirmed","Alive","Date","week.number","Live","Health"
"585","Sea Turtles","Lepidochelys kempii","2010-06-18","MS",30.34897,-89.13697,"N","Y","N","2010-06-18",25,0,"Dead"
"586","Sea Turtles","Lepidochelys kempii","2010-06-18","MS",30.22236,-88.94848,"N","Y","N","2010-06-18",25,0,"Dead"
"587","Sea Turtles","Lepidochelys kempii","2010-06-18","MS",30.2596,-89.037,"N","Y","N","2010-06-18",25,0,"Dead"
"588","Sea Turtles","Lepidochelys kempii","2010-06-18","MS",30.2211,-89.0336,"N","Y","N","2010-06-18",25,0,"Dead"
"589","Sea Turtles","Lepidochelys kempii","2010-06-19","MS",30.368,-88.958,"N","Y","Y","2010-06-19",25,1,"Alive"
"590","Sea Turtles","Lepidochelys kempii","2010-06-19","MS",30.21851,-88.48135,"N","Y","N","2010-06-19",25,0,"Dead"
"591","Sea Turtles","Lepidochelys kempii","2010-06-19","MS",30.19418,-88.52193,"N","Y","N","2010-06-19",25,0,"Dead"
"592","Sea Turtles","Lepidochelys kempii","2010-06-19","MS",30.16057,-88.44111,"N","Y","N","2010-06-19",25,0,"Dead"
"593","Sea Turtles","Lepidochelys kempii","2010-06-19","MS",30.1523,-89.0633,"N","Y","N","2010-06-19",25,0,"Dead"
"594","Sea Turtles","Lepidochelys kempii","2010-06-20","MS",30.28063,-89.36495,"N","Y","Y","2010-06-20",25,1,"Alive"
"595","Sea Turtles","Lepidochelys kempii","2010-06-20","MS",30.28063,-89.36495,"N","Y","Y","2010-06-20",25,1,"Alive"
"596","Sea Turtles","Lepidochelys kempii","2010-06-20","MS",30.28063,-89.36495,"N","Y","Y","2010-06-20",25,1,"Alive"
"597","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.3505,-88.9066,"N","Y","N","2010-06-21",26,0,"Dead"
"598","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.389,-88.8865,"N","Y","N","2010-06-21",26,0,"Dead"
"599","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.3531,-88.937,"N","Y","N","2010-06-21",26,0,"Dead"
"600","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.3379,-88.9542,"N","Y","N","2010-06-21",26,0,"Dead"
"601","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.2736,-89.0744,"N","Y","N","2010-06-21",26,0,"Dead"
"602","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.3498,-88.892,"N","Y","N","2010-06-21",26,0,"Dead"
"603","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.3651,-88.8896,"N","Y","N","2010-06-21",26,0,"Dead"
"604","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.3667,-88.8944,"N","Y","N","2010-06-21",26,0,"Dead"
"605","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.356,-88.9961,"N","Y","N","2010-06-21",26,0,"Dead"
"606","Sea Turtles","Lepidochelys kempii","2010-06-21","MS",30.356,-88.898,"N","Y","N","2010-06-21",26,0,"Dead"
"607","Sea Turtles","Lepidochelys kempii","2010-06-22","MS",30.38757,-88.99525,"N","Y","N","2010-06-22",26,0,"Dead"
"608","Sea Turtles","Lepidochelys kempii","2010-06-22","MS",30.37807,-89.04175,"N","Y","N","2010-06-22",26,0,"Dead"
"609","Sea Turtles","Lepidochelys kempii","2010-06-22","MS",30.40376,-88.82699,"N","Y","N","2010-06-22",26,0,"Dead"
"610","Sea Turtles","Lepidochelys kempii","2010-06-23","MS",30.34,-89.16059,"N","Y","N","2010-06-23",26,0,"Dead"
"611","Sea Turtles","Lepidochelys kempii","2010-06-23","MS",30.37314,-89.0655,"N","Y","N","2010-06-23",26,0,"Dead"
"612","Sea Turtles","Lepidochelys kempii","2010-06-23","MS",30.38498,-89.01112,"N","Y","N","2010-06-23",26,0,"Dead"
"613","Sea Turtles","Lepidochelys kempii","2010-06-24","MS",30.32185,-89.1497,"N","Y","N","2010-06-24",26,0,"Dead"
"614","Sea Turtles","Lepidochelys kempii","2010-06-24","MS",30.41678,-88.86855,"N","Y","N","2010-06-24",26,0,"Dead"
"615","Sea Turtles","Lepidochelys kempii","2010-06-24","MS",30.24835,-89.42323,"N","Y","N","2010-06-24",26,0,"Dead"
"616","Sea Turtles","Lepidochelys kempii","2010-06-25","MS",30.40398,-88.82962,"N","Y","Y","2010-06-25",26,1,"Alive"
"617","Sea Turtles","Lepidochelys kempii","2010-06-26","MS",30.28063,-89.36495,"N","Y","Y","2010-06-26",26,1,"Alive"
"618","Sea Turtles","Lepidochelys kempii","2010-06-26","MS",30.37537,-88.81745,"N","Y","N","2010-06-26",26,0,"Dead"
"619","Sea Turtles","Lepidochelys kempii","2010-06-26","MS",30.37762,-88.1543,"N","Y","N","2010-06-26",26,0,"Dead"
"620","Sea Turtles","Lepidochelys kempii","2010-06-26","MS",30.40048,-88.84228,"N","Y","N","2010-06-26",26,0,"Dead"
"621","Sea Turtles","Lepidochelys kempii","2010-06-27","MS",30.28063,-89.36495,"N","Y","Y","2010-06-27",26,1,"Alive"
"622","Sea Turtles","Lepidochelys kempii","2010-06-27","MS",30.28063,-89.36495,"N","Y","Y","2010-06-27",26,1,"Alive"
"623","Sea Turtles","Lepidochelys kempii","2010-06-28","MS",30.33973,-89.13942,"N","Y","Y","2010-06-28",27,1,"Alive"
"624","Sea Turtles","Caretta caretta","2010-06-28","MS",30.34114,-89.15825,"N","Y","N","2010-06-28",27,0,"Dead"
"625","Sea Turtles","Lepidochelys kempii","2010-06-28","MS",30.32659,-89.2067,"N","Y","N","2010-06-28",27,0,"Dead"
"626","Sea Turtles","Lepidochelys kempii","2010-06-29","MS",30.28063,-89.36495,"N","Y","Y","2010-06-29",27,1,"Alive"
"627","Sea Turtles","Lepidochelys kempii","2010-07-06","MS",30.24918,-89.42303,"N","Y","N","2010-07-06",28,0,"Dead"
"628","Sea Turtles","Lepidochelys kempii","2010-07-06","MS",30.31637,-89.23715,"N","Y","N","2010-07-06",28,0,"Dead"
"629","Sea Turtles","Lepidochelys kempii","2010-07-06","MS",30.31161,-89.25247,"N","Y","N","2010-07-06",28,0,"Dead"
"630","Sea Turtles","Lepidochelys kempii","2010-07-07","MS",30.39065,-88.87007,"N","Y","N","2010-07-07",28,0,"Dead"
"631","Sea Turtles","Lepidochelys kempii","2010-07-11","MS",30.21919,-88.58492,"N","Y","N","2010-07-11",28,0,"Dead"
"632","Sea Turtles","Lepidochelys kempii","2010-07-12","MS",30.36698,-88.97193,"N","Y","N","2010-07-12",29,0,"Dead"
"633","Sea Turtles","Lepidochelys kempii","2010-07-12","MS",30.39609,-88.81237,"N","Y","N","2010-07-12",29,0,"Dead"
"634","Sea Turtles","Lepidochelys kempii","2010-07-12","MS",30.38839,-88.85983,"N","Y","N","2010-07-12",29,0,"Dead"
"635","Sea Turtles","Lepidochelys kempii","2010-07-12","MS",30.21271,-88.95624,"N","Y","N","2010-07-12",29,0,"Dead"
"636","Sea Turtles","Chelonia mydas","2010-07-15","MS",30.23691,-88.64885,"N","Y","N","2010-07-15",29,0,"Dead"
"637","Sea Turtles","Lepidochelys kempii","2010-07-18","MS",30.3818,-89.02513,"N","Y","N","2010-07-18",29,0,"Dead"
"638","Sea Turtles","Lepidochelys kempii","2010-07-19","MS",30.19785,-89.34733,"N","Y","N","2010-07-19",30,0,"Dead"
"639","Sea Turtles","Lepidochelys kempii","2010-07-19","MS",30.19953,-89.34225,"N","Y","N","2010-07-19",30,0,"Dead"
"640","Sea Turtles","Caretta caretta","2010-07-19","MS",30.26915,-89.15201,"N","Y","N","2010-07-19",30,0,"Dead"
"641","Sea Turtles","Caretta caretta","2010-07-19","MS",30.25122,-89.42133,"N","Y","N","2010-07-19",30,0,"Dead"
"642","Sea Turtles","Lepidochelys kempii","2010-07-20","MS",30.37461,-89.05309,"N","Y","N","2010-07-20",30,0,"Dead"
"643","Sea Turtles","Lepidochelys kempii","2010-07-23","MS",30.40881,-88.87754,"N","Y","N","2010-07-23",30,0,"Dead"
"644","Sea Turtles","Lepidochelys kempii","2010-07-23","MS",30.39161,-88.95627,"N","Y","N","2010-07-23",30,0,"Dead"
"645","Sea Turtles","Unknown","2010-07-26","MS",30.25125,-89.42133,"N","Y","N","2010-07-26",31,0,"Dead"
"646","Sea Turtles","Lepidochelys kempii","2010-07-27","MS",30.2237,-88.51291,"N","Y","N","2010-07-27",31,0,"Dead"
"647","Sea Turtles","Lepidochelys kempii","2010-07-27","MS",30.30362,-89.28159,"N","Y","N","2010-07-27",31,0,"Dead"
"648","Sea Turtles","Unknown","2010-08-03","MS",30.40764,-88.83525,"N","Y","N","2010-08-03",32,0,"Dead"
"649","Sea Turtles","Lepidochelys kempii","2010-08-04","MS",30.42745,-88.81323,"N","Y","N","2010-08-04",32,0,"Dead"
"650","Sea Turtles","Lepidochelys kempii","2010-08-04","MS",30.30877,-89.26182,"N","Y","N","2010-08-04",32,0,"Dead"
"651","Sea Turtles","Unknown","2010-08-05","MS",30.23262,-88.48726,"N","Y","N","2010-08-05",32,0,"Dead"
"652","Sea Turtles","Unknown","2010-08-06","MS",30.32654,-88.85897,"N","Y","N","2010-08-06",32,0,"Dead"
"653","Sea Turtles","Lepidochelys kempii","2010-08-09","MS",30.21667,-88.49167,"N","Y","Y","2010-08-09",33,1,"Alive"
"654","Sea Turtles","Lepidochelys kempii","2010-08-10","MS",30.34305,-88.96932,"N","Y","N","2010-08-10",33,0,"Dead"
"655","Sea Turtles","Lepidochelys kempii","2010-08-10","MS",30.3194,-89.13678,"N","Y","N","2010-08-10",33,0,"Dead"
"656","Sea Turtles","Lepidochelys kempii","2010-08-14","MS",30.332,-88.51,"N","Y","N","2010-08-14",33,0,"Dead"
"657","Sea Turtles","Unknown","2010-08-17","MS",30.38217,-89.02382,"N","Y","N","2010-08-17",34,0,"Dead"
"658","Sea Turtles","Lepidochelys kempii","2010-08-20","MS",30.31465,-89.14857,"N","Y","N","2010-08-20",34,0,"Dead"
"659","Sea Turtles","Unknown","2010-08-21","MS",30.22,-88.6,"N","Y","N","2010-08-21",34,0,"Dead"
"660","Sea Turtles","Unknown","2010-08-21","MS",30.2215,-89.07133,"N","Y","N","2010-08-21",34,0,"Dead"
"661","Sea Turtles","Unknown","2010-08-28","MS",30.303317,-89.285367,"N","Y","N","2010-08-28",35,0,"Dead"
"662","Sea Turtles","Lepidochelys kempii","2010-08-28","MS",30.305067,-89.273183,"N","Y","N","2010-08-28",35,0,"Dead"
"663","Sea Turtles","Lepidochelys kempii","2010-08-29","MS",30.27385,-89.3759,"N","Y","N","2010-08-29",35,0,"Dead"
"664","Sea Turtles","Unknown","2010-08-30","MS",30.23342,-89.42113,"N","Y","N","2010-08-30",36,0,"Dead"
"665","Sea Turtles","Unknown","2010-08-30","MS",30.22643,-89.42637,"N","Y","N","2010-08-30",36,0,"Dead"
"666","Sea Turtles","Lepidochelys kempii","2010-08-08","MS",30.28063,-89.36495,"N","Y","Y","2010-08-08",32,1,"Alive"
"667","Sea Turtles","Lepidochelys kempii","2010-08-21","MS",30.28063,-89.36495,"N","Y","Y","2010-08-21",34,1,"Alive"
"668","Sea Turtles","Lepidochelys kempii","2010-08-21","MS",30.28063,-89.36495,"N","Y","Y","2010-08-21",34,1,"Alive"
"669","Sea Turtles","Lepidochelys kempii","2010-09-01","MS",30.28063,-89.36495,"N","Y","Y","2010-09-01",36,1,"Alive"
"670","Sea Turtles","Unknown","2010-09-03","MS",30.22381,-89.43124,"N","Y","N","2010-09-03",36,0,"Dead"
"671","Sea Turtles","Lepidochelys kempii","2010-09-06","MS",30.3738,-89.0437,"N","Y","Y","2010-09-06",37,1,"Alive"
"672","Sea Turtles","Lepidochelys kempii","2010-09-07","MS",30.38892,-88.98638,"N","Y","N","2010-09-07",37,0,"Dead"
"673","Sea Turtles","Unknown","2010-09-07","MS",30.268,-89.38382,"N","Y","N","2010-09-07",37,0,"Dead"
"674","Sea Turtles","Lepidochelys kempii","2010-09-08","MS",30.28063,-89.36495,"N","Y","Y","2010-09-08",37,1,"Alive"
"675","Sea Turtles","Lepidochelys kempii","2010-09-09","MS",30.39295,-88.85802,"N","Y","N","2010-09-09",37,0,"Dead"
"676","Sea Turtles","Lepidochelys kempii","2010-09-10","MS",30.28063,-89.36495,"N","Y","Y","2010-09-10",37,1,"Alive"
"677","Sea Turtles","Lepidochelys kempii","2010-09-10","MS",30.27235,-89.37746,"N","Y","N","2010-09-10",37,0,"Dead"
"678","Sea Turtles","Lepidochelys kempii","2010-05-18",NA,28.4665,-88.46116,"N","Y","Y","2010-05-18",21,1,"Alive"
"679","Sea Turtles","Caretta caretta","2010-05-20",NA,28.96778,-88.79333,"N","Y","Y","2010-05-20",21,1,"Alive"
"680","Sea Turtles","Lepidochelys kempii","2010-05-20",NA,28.90722,-88.80167,"N","Y","Y","2010-05-20",21,1,"Alive"
"681","Sea Turtles","Lepidochelys kempii","2010-05-31",NA,28.9597,-88.5342,"N","Y","Y","2010-05-31",23,1,"Alive"
"682","Sea Turtles","Lepidochelys kempii","2010-05-31",NA,28.9182,-88.5552,"N","Y","Y","2010-05-31",23,1,"Alive"
"683","Sea Turtles","Lepidochelys kempii","2010-05-31",NA,28.865,-88.5658,"N","Y","Y","2010-05-31",23,1,"Alive"
"684","Sea Turtles","Lepidochelys kempii","2010-05-31",NA,28.8538,-88.5617,"N","Y","Y","2010-05-31",23,1,"Alive"
"685","Sea Turtles","Lepidochelys kempii","2010-05-31",NA,28.847,-88.5588,"N","Y","Y","2010-05-31",23,1,"Alive"
"686","Sea Turtles","Lepidochelys kempii","2010-05-31",NA,28.8405,-88.5557,"N","Y","Y","2010-05-31",23,1,"Alive"
"687","Sea Turtles","Chelonia mydas","2010-05-31",NA,28.6573,-88.4313,"N","Y","Y","2010-05-31",23,1,"Alive"
"688","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.8045,-88.4771,"N","Y","Y","2010-06-01",23,1,"Alive"
"689","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.804483,-88.4771,"N","Y","Y","2010-06-01",23,1,"Alive"
"690","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.80725,-88.47808,"N","Y","Y","2010-06-01",23,1,"Alive"
"691","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.813483,-88.480383,"N","Y","Y","2010-06-01",23,1,"Alive"
"692","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.81535,-88.479233,"N","Y","Y","2010-06-01",23,1,"Alive"
"693","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.81669,-88.47803,"N","Y","Y","2010-06-01",23,1,"Alive"
"694","Sea Turtles","Caretta caretta","2010-06-01",NA,28.828083,-88.37115,"N","Y","Y","2010-06-01",23,1,"Alive"
"695","Sea Turtles","Eretmochelys imbricata","2010-06-01",NA,28.829617,-88.471267,"N","Y","Y","2010-06-01",23,1,"Alive"
"696","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.826867,-88.464933,"N","Y","Y","2010-06-01",23,1,"Alive"
"697","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,28.834317,-88.42455,"N","Y","Y","2010-06-01",23,1,"Alive"
"698","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,29.0914,-89.7825,"N","Y","N","2010-06-01",23,0,"Dead"
"699","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,29.0919,-89.7781,"N","Y","Y","2010-06-01",23,1,"Alive"
"700","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,29.0932,-89.7747,"N","Y","Y","2010-06-01",23,1,"Alive"
"701","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,29.0998,-89.7574,"N","Y","Y","2010-06-01",23,1,"Alive"
"702","Sea Turtles","Lepidochelys kempii","2010-06-01",NA,29.1065,-89.748,"N","Y","Y","2010-06-01",23,1,"Alive"
"703","Sea Turtles","Eretmochelys imbricata","2010-06-06",NA,29.01025,-88.26369,"N","Y","Y","2010-06-06",23,1,"Alive"
"704","Sea Turtles","Lepidochelys kempii","2010-06-06",NA,29.01025,-88.26369,"N","Y","Y","2010-06-06",23,1,"Alive"
"705","Sea Turtles","Lepidochelys kempii","2010-06-06",NA,29.01025,-88.26369,"N","Y","Y","2010-06-06",23,1,"Alive"
"706","Sea Turtles","Lepidochelys kempii","2010-06-06",NA,29.02569,-88.25586,"N","Y","Y","2010-06-06",23,1,"Alive"
"707","Sea Turtles","Lepidochelys kempii","2010-06-06",NA,29.17372,-88.16519,"N","Y","N","2010-06-06",23,0,"Dead"
"708","Sea Turtles","Lepidochelys kempii","2010-06-10",NA,28.7538,-88.85602,"N","Y","N","2010-06-10",24,0,"Dead"
"709","Sea Turtles","Lepidochelys kempii","2010-06-10",NA,28.75114,-88.84875,"N","Y","Y","2010-06-10",24,1,"Alive"
"710","Sea Turtles","Lepidochelys kempii","2010-06-10",NA,28.62252,-88.55688,"N","Y","Y","2010-06-10",24,1,"Alive"
"711","Sea Turtles","Lepidochelys kempii","2010-06-10",NA,28.76398,-88.82482,"N","Y","Y","2010-06-10",24,1,"Alive"
"712","Sea Turtles","Lepidochelys kempii","2010-06-12",NA,28.66965,-88.49193,"N","Y","Y","2010-06-12",24,1,"Alive"
"713","Sea Turtles","Lepidochelys kempii","2010-06-12",NA,28.91208,-88.68748,"N","Y","Y","2010-06-12",24,1,"Alive"
"714","Sea Turtles","Lepidochelys kempii","2010-06-12",NA,28.70114,-88.53979,"N","Y","Y","2010-06-12",24,1,"Alive"
"715","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.92108,-88.7991,"N","Y","Y","2010-06-13",24,1,"Alive"
"716","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.92094,-88.79822,"N","Y","Y","2010-06-13",24,1,"Alive"
"717","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.92891,-88.77321,"N","Y","Y","2010-06-13",24,1,"Alive"
"718","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.928,-88.7701,"N","Y","Y","2010-06-13",24,1,"Alive"
"719","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.92558,-88.74215,"N","Y","Y","2010-06-13",24,1,"Alive"
"720","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.93916,-88.71402,"N","Y","Y","2010-06-13",24,1,"Alive"
"721","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.94739,-88.70053,"N","Y","Y","2010-06-13",24,1,"Alive"
"722","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.96491,-88.67766,"N","Y","Y","2010-06-13",24,1,"Alive"
"723","Sea Turtles","Chelonia mydas","2010-06-13",NA,28.98004,-88.65568,"N","Y","Y","2010-06-13",24,1,"Alive"
"724","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.72474,-88.55243,"N","Y","Y","2010-06-13",24,1,"Alive"
"725","Sea Turtles","Lepidochelys kempii","2010-06-13",NA,28.81743,-88.63998,"N","Y","Y","2010-06-13",24,1,"Alive"
"726","Sea Turtles","Caretta caretta","2010-06-14",NA,28.62361,-88.54351,"N","Y","Y","2010-06-14",25,1,"Alive"
"727","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.60264,-88.49568,"N","Y","Y","2010-06-14",25,1,"Alive"
"728","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.59733,-88.49236,"N","Y","Y","2010-06-14",25,1,"Alive"
"729","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.59501,-88.49054,"N","Y","Y","2010-06-14",25,1,"Alive"
"730","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.57604,-88.49573,"N","Y","Y","2010-06-14",25,1,"Alive"
"731","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.57271,-88.49434,"N","Y","Y","2010-06-14",25,1,"Alive"
"732","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.56876,-88.49416,"N","Y","Y","2010-06-14",25,1,"Alive"
"733","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.52956,-88.51617,"N","Y","Y","2010-06-14",25,1,"Alive"
"734","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.50794,-88.54434,"N","Y","Y","2010-06-14",25,1,"Alive"
"735","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.53647,-88.60338,"N","Y","Y","2010-06-14",25,1,"Alive"
"736","Sea Turtles","Lepidochelys kempii","2010-06-14",NA,28.69822,-88.79404,"N","Y","Y","2010-06-14",25,1,"Alive"
"737","Sea Turtles","Lepidochelys kempii","2010-06-15",NA,28.90896,-88.72726,"N","Y","Y","2010-06-15",25,1,"Alive"
"738","Sea Turtles","Chelonia mydas","2010-06-15",NA,28.6881,-88.84448,"N","Y","Y","2010-06-15",25,1,"Alive"
"739","Sea Turtles","Lepidochelys kempii","2010-06-15",NA,28.67472,-88.88646,"N","Y","Y","2010-06-15",25,1,"Alive"
"740","Sea Turtles","Chelonia mydas","2010-06-15",NA,28.68382,-88.88902,"N","Y","Y","2010-06-15",25,1,"Alive"
"741","Sea Turtles","Chelonia mydas","2010-06-15",NA,28.8945,-88.72223,"N","Y","Y","2010-06-15",25,1,"Alive"
"742","Sea Turtles","Lepidochelys kempii","2010-06-15",NA,28.6575,-88.87042,"N","Y","Y","2010-06-15",25,1,"Alive"
"743","Sea Turtles","Lepidochelys kempii","2010-06-15",NA,28.65178,-88.86879,"N","Y","Y","2010-06-15",25,1,"Alive"
"744","Sea Turtles","Chelonia mydas","2010-06-16",NA,28.6833,-88.64572,"N","Y","Y","2010-06-16",25,1,"Alive"
"745","Sea Turtles","Chelonia mydas","2010-06-16",NA,28.74405,-88.2535,"N","Y","Y","2010-06-16",25,1,"Alive"
"746","Sea Turtles","Chelonia mydas","2010-06-16",NA,28.7637,-88.23549,"N","Y","Y","2010-06-16",25,1,"Alive"
"747","Sea Turtles","Lepidochelys kempii","2010-06-16",NA,28.7666,-88.23471,"N","Y","Y","2010-06-16",25,1,"Alive"
"748","Sea Turtles","Lepidochelys kempii","2010-06-16",NA,28.78214,-88.23679,"N","Y","Y","2010-06-16",25,1,"Alive"
"749","Sea Turtles","Lepidochelys kempii","2010-06-16",NA,28.87021,-88.50445,"N","Y","Y","2010-06-16",25,1,"Alive"
"750","Sea Turtles","Lepidochelys kempii","2010-06-18",NA,28.67327,-88.29708,"N","Y","Y","2010-06-18",25,1,"Alive"
"751","Sea Turtles","Chelonia mydas","2010-06-19",NA,28.71517,-89.80517,"N","Y","Y","2010-06-19",25,1,"Alive"
"752","Sea Turtles","Chelonia mydas","2010-06-19",NA,28.714,-89.806,"N","Y","Y","2010-06-19",25,1,"Alive"
"753","Sea Turtles","Chelonia mydas","2010-06-19",NA,28.714,-89.806,"N","Y","Y","2010-06-19",25,1,"Alive"
"754","Sea Turtles","Lepidochelys kempii","2010-06-19",NA,28.709,-89.80267,"N","Y","Y","2010-06-19",25,1,"Alive"
"755","Sea Turtles","Chelonia mydas","2010-06-19",NA,28.70783,-89.80433,"N","Y","Y","2010-06-19",25,1,"Alive"
"756","Sea Turtles","Lepidochelys kempii","2010-06-19",NA,28.70783,-89.80433,"N","Y","Y","2010-06-19",25,1,"Alive"
"757","Sea Turtles","Chelonia mydas","2010-06-20",NA,28.62647,-90.18168,"N","Y","N","2010-06-20",25,0,"Dead"
"758","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.78182,-89.7506,"N","Y","Y","2010-06-21",26,1,"Alive"
"759","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.77712,-89.74897,"N","Y","Y","2010-06-21",26,1,"Alive"
"760","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.77405,-89.74953,"N","Y","Y","2010-06-21",26,1,"Alive"
"761","Sea Turtles","Lepidochelys kempii","2010-06-21",NA,28.76734,-89.747,"N","Y","Y","2010-06-21",26,1,"Alive"
"762","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.76683,-89.7453,"N","Y","Y","2010-06-21",26,1,"Alive"
"763","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.76467,-89.74487,"N","Y","Y","2010-06-21",26,1,"Alive"
"764","Sea Turtles","Lepidochelys kempii","2010-06-21",NA,28.76212,-89.74383,"N","Y","Y","2010-06-21",26,1,"Alive"
"765","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.75873,-89.74536,"N","Y","Y","2010-06-21",26,1,"Alive"
"766","Sea Turtles","Lepidochelys kempii","2010-06-21",NA,28.75897,-89.74525,"N","Y","Y","2010-06-21",26,1,"Alive"
"767","Sea Turtles","Chelonia mydas","2010-06-21",NA,28.7489,-89.75946,"N","Y","Y","2010-06-21",26,1,"Alive"
"768","Sea Turtles","Lepidochelys kempii","2010-06-22",NA,28.34139,-88.72183,"N","Y","Y","2010-06-22",26,1,"Alive"
"769","Sea Turtles","Lepidochelys kempii","2010-06-24",NA,28.92028,-88.40833,"N","Y","Y","2010-06-24",26,1,"Alive"
"770","Sea Turtles","Lepidochelys kempii","2010-06-24",NA,28.98478,-88.35519,"N","Y","Y","2010-06-24",26,1,"Alive"
"771","Sea Turtles","Lepidochelys kempii","2010-06-24",NA,29.02858,-88.30956,"N","Y","Y","2010-06-24",26,1,"Alive"
"772","Sea Turtles","Chelonia mydas","2010-06-25",NA,28.95217,-88.37383,"N","Y","Y","2010-06-25",26,1,"Alive"
"773","Sea Turtles","Lepidochelys kempii","2010-06-26",NA,29.00767,-88.90133,"N","Y","Y","2010-06-26",26,1,"Alive"
"774","Sea Turtles","Lepidochelys kempii","2010-06-26",NA,29.00914,-88.88017,"N","Y","Y","2010-06-26",26,1,"Alive"
"775","Sea Turtles","Chelonia mydas","2010-06-26",NA,29.05264,-88.79911,"N","Y","Y","2010-06-26",26,1,"Alive"
"776","Sea Turtles","Lepidochelys kempii","2010-06-26",NA,29.13067,-88.76469,"N","Y","Y","2010-06-26",26,1,"Alive"
"777","Sea Turtles","Lepidochelys kempii","2010-06-27",NA,28.97922,-89.06208,"N","Y","Y","2010-06-27",26,1,"Alive"
"778","Sea Turtles","Lepidochelys kempii","2010-06-27",NA,28.98544,-89.05781,"N","Y","Y","2010-06-27",26,1,"Alive"
"779","Sea Turtles","Caretta caretta","2010-06-27",NA,28.98914,-89.05772,"N","Y","Y","2010-06-27",26,1,"Alive"
"780","Sea Turtles","Caretta caretta","2010-06-27",NA,28.99314,-89.05647,"N","Y","Y","2010-06-27",26,1,"Alive"
"781","Sea Turtles","Lepidochelys kempii","2010-06-27",NA,28.99411,-89.05583,"N","Y","Y","2010-06-27",26,1,"Alive"
"782","Sea Turtles","Caretta caretta","2010-06-27",NA,28.99439,-89.05569,"N","Y","Y","2010-06-27",26,1,"Alive"
"783","Sea Turtles","Lepidochelys kempii","2010-06-27",NA,29.01933,-88.94467,"N","Y","Y","2010-06-27",26,1,"Alive"
"784","Sea Turtles","Caretta caretta","2010-07-02",NA,28.83391,-89.70232,"N","Y","Y","2010-07-02",27,1,"Alive"
"785","Sea Turtles","Lepidochelys kempii","2010-07-08",NA,29.77967,-86.65969,"N","Y","Y","2010-07-08",28,1,"Alive"
"786","Sea Turtles","Chelonia mydas","2010-07-08",NA,29.76231,-86.64678,"N","Y","Y","2010-07-08",28,1,"Alive"
"787","Sea Turtles","Lepidochelys kempii","2010-07-08",NA,29.78244,-86.66177,"N","Y","Y","2010-07-08",28,1,"Alive"
"788","Sea Turtles","Lepidochelys kempii","2010-07-08",NA,29.7915,-86.66883,"N","Y","Y","2010-07-08",28,1,"Alive"
"789","Sea Turtles","Chelonia mydas","2010-07-08",NA,29.79647,-86.67317,"N","Y","Y","2010-07-08",28,1,"Alive"
