"Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number"
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Brown Pelican",29.3339,-89.87178,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Wilson's Plover",29.2031,-90.04212,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",29.3339,-89.87178,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",30.13028,-89.44476,"Unknown","Dead",1,2010-08-26,5,2010-08-26,35
"Brown Pelican",30.23118,-88.01787,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",30.23501,-88.53004,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Laughing Gull",30.25087,-89.42313,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Sandwich Tern",30.40733,-86.52142,"Visibly Oiled","Dead",1,2010-08-26,4,2010-08-26,35
"Clapper Rail",29.68842,-92.86101,"Visibly Oiled","Dead",1,2010-08-26,4,2010-08-26,35
"Clapper Rail",29.67769,-92.84586,"Visibly Oiled","Dead",1,2010-08-26,4,2010-08-26,35
"Clapper Rail",29.6887,-92.86518,"Visibly Oiled","Dead",1,2010-08-26,4,2010-08-26,35
"Unknown",29.53906,-89.53532,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Unknown",29.36354,-89.59754,"Not Visibly Oiled","Dead",1,2010-08-26,3,2010-08-26,35
"Greater Shearwater",30.24368,-87.71057,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.31823,-89.24319,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.36267,-89.08498,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Common Tern",30.31353,-89.244,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Unidentified Gull",30.23127,-87.93092,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Unidentified Gull",30.23118,-87.94275,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Laughing Gull",30.34538,-89.14205,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.35022,-89.1353,"Unknown","Dead",1,2010-08-27,5,2010-08-27,35
"Unknown",30.26332,-85.98142,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Purple Martin",30.12,-85.56301,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Laughing Gull",29.30845,-89.73613,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Laughing Gull",29.10333,-90.18655,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.36222,-89.08505,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",29.25778,-89.95388,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",29.40623,-89.29152,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Clapper Rail",29.35029,-89.53785,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Brown Pelican",29.1152,-90.17056,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Laughing Gull",29.49335,-89.61288,"Unknown","Dead",1,2010-08-27,5,2010-08-27,35
"Laughing Gull",29.24576,-89.96708,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Unidentified Flycatcher",29.25146,-89.95713,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",29.25493,-89.95432,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Brown Pelican",29.22017,-90.01465,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Laughing Gull",29.39522,-89.30062,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Clapper Rail",29.46421,-89.89675,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Laughing Gull",28.97131,-89.3644,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.032,-89.20615,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.13028,-89.44476,"Not Visibly Oiled","Dead",1,2010-08-27,3,2010-08-27,35
"Magnificent Frigatebird",28.97422,-89.15236,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.06028,-89.20245,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",29.84276,-89.30301,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",30.02225,-89.22681,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Clapper Rail",29.46477,-89.86353,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",29.20061,-90.03954,"Visibly Oiled","Dead",1,2010-08-27,4,2010-08-27,35
"Laughing Gull",29.81963,-89.61238,"Unknown","Dead",1,2010-08-27,5,2010-08-27,35
"Laughing Gull",29.45772,-89.94895,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",29.15377,-89.2166,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Sandwich Tern",29.40792,-89.28934,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Laughing Gull",30.35784,-88.5871,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",30.38577,-89.00842,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Laughing Gull",30.39234,-88.88574,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Laughing Gull",30.35669,-88.58749,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",30.34647,-88.58752,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",30.36345,-86.29949,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Laughing Gull",30.3674,-86.32003,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Laughing Gull",30.23025,-87.90395,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Clapper Rail",29.2004,-89.04566,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Laughing Gull",29.24165,-89.54521,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Northern Gannet",30.38155,-86.8487,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",29.25969,-89.35327,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Northern Gannet",30.1466,-89.2025,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",29.22347,-89.53607,"Visibly Oiled","Dead",1,2010-08-28,4,2010-08-28,35
"Laughing Gull",29.75343,-93.10315,"Not Visibly Oiled","Dead",1,2010-08-28,3,2010-08-28,35
"Northern Gannet",30.39372,-88.89648,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Northern Gannet",30.26904,-89.38248,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Northern Gannet",30.37433,-89.06191,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Laughing Gull",30.39108,-88.96131,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Virginia Rail",30.44017,-89.09562,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Brown Pelican",30.39264,-88.88216,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Laughing Gull",30.39277,-88.88297,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Laughing Gull",30.23952,-89.42472,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Sandwich Tern",30.26115,-89.40347,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Laughing Gull",30.40147,-86.85905,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Brown Pelican",30.41734,-87.19463,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Northern Gannet",30.38787,-86.52844,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Northern Gannet",29.66851,-85.3598,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Brown Pelican",29.35154,-89.86176,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Laughing Gull",30.38815,-88.99225,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Laughing Gull",30.3894,-88.98268,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Brown Pelican",30.52648,-88.10049,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Brown Pelican",30.47982,-88.09924,"Not Visibly Oiled","Dead",1,2010-08-29,3,2010-08-29,35
"Royal Tern",29.18309,-90.06135,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Unidentified Gull",29.31496,-89.90134,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Brown Pelican",29.23522,-89.51943,"Unknown","Dead",1,2010-08-29,5,2010-08-29,35
"Northern Gannet",30.24154,-87.72797,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Black Skimmer",29.29545,-89.66644,"Visibly Oiled","Dead",1,2010-08-29,4,2010-08-29,35
"Unidentified Gull",30.23834,-89.42539,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.34307,-89.14234,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Great Blue Heron",30.35473,-88.49394,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.34434,-88.56245,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.31318,-89.24473,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.39603,-88.88195,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Laughing Gull",30.34715,-89.14158,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.39108,-88.96736,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.39115,-88.96746,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.34522,-88.56144,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.26115,-89.10381,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Greater Shearwater",30.38889,-86.78411,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Unidentified Cormorant",30.5053,-89.27208,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.4272,-86.16779,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Black Skimmer",30.35974,-88.67333,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Laughing Gull",29.40919,-89.29185,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Laughing Gull",30.62881,-88.1022,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Forster's Tern",30.24893,-88.19926,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.13893,-89.42746,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.13893,-89.42746,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.13405,-89.41943,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.13405,-89.41943,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.13405,-89.41943,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.13405,-89.41943,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Clapper Rail",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Pied-bill Grebe",30.22486,-88.51815,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",30.40822,-89.508,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Laughing Gull",30.60053,-89.3981,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Laughing Gull",30.60053,-89.3981,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Clapper Rail",29.44137,-89.87859,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Clapper Rail",29.43629,-89.87726,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Brown Pelican",29.35154,-89.86176,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Clapper Rail",27.44571,-89.92848,"Not Visibly Oiled","Dead",1,2010-08-30,3,2010-08-30,36
"Laughing Gull",29.24697,-89.98438,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Laughing Gull",30.13893,-89.42746,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Black Skimmer",29.29545,-89.66644,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Black Skimmer",29.29545,-89.66644,"Unknown","Dead",1,2010-08-30,5,2010-08-30,36
"Sandwich Tern",30.2418,-87.726,"Visibly Oiled","Dead",1,2010-08-30,4,2010-08-30,36
"Laughing Gull",30.39171,-88.89333,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.37069,-89.07384,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Mourning Dove",30.34173,-89.1567,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.27748,-89.37312,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.31745,-87.25079,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Greater Shearwater",30.38861,-86.53683,"Visibly Oiled","Dead",1,2010-08-31,4,2010-08-31,36
"Unknown",30.49892,-88.02475,"Visibly Oiled","Dead",1,2010-08-31,4,2010-08-31,36
"Unknown",30.49948,-88.0247,"Visibly Oiled","Dead",1,2010-08-31,4,2010-08-31,36
"Other",30.30458,-87.45824,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Unidentified Gull",30.20851,-88.97926,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.39961,-86.59508,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.24029,-89.42509,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.49892,-88.02475,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Brown Pelican",30.49511,-88.02384,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.49511,-88.02384,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.49892,-88.02475,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",30.38295,-88.27042,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.4027,-89.29847,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Unknown",30.26543,-87.59628,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Unknown",30.49908,-88.02463,"Visibly Oiled","Dead",1,2010-08-31,4,2010-08-31,36
"Laughing Gull",30.38851,-86.5159,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Brown Pelican",29.74835,-93.66737,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.26079,-89.9618,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.45152,-89.85594,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Sandwich Tern",29.40392,-89.29851,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.3339,-89.87178,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.37256,-89.89343,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.37256,-89.89343,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",29.37256,-89.89343,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Laughing Gull",30.33739,-87.30676,"Unknown","Dead",1,2010-08-31,5,2010-08-31,36
"Brown Pelican",29.44474,-90.0108,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Clapper Rail",29.68455,-92.84621,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.65202,-89.46357,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.65202,-89.46357,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.65191,-89.46468,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.65191,-89.46468,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.65191,-89.46468,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Laughing Gull",29.65191,-89.46468,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Black Skimmer",29.38975,-89.32091,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Black Skimmer",29.38975,-89.32091,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Black Skimmer",29.38975,-89.23091,"Not Visibly Oiled","Dead",1,2010-08-31,3,2010-08-31,36
"Northern Gannet",30.36645,-89.08514,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",30.37386,-88.53421,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Pied-bill Grebe",30.39125,-88.95863,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",30.314,-89.24541,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",30.34567,-89.14262,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Brown Pelican",29.63536,-85.1486,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Killdeer",30.36765,-88.56953,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Killdeer",30.26071,-89.4049,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Unknown",30.24667,-89.4202,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Northern Gannet",30.23641,-88.26081,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Unidentified Gull",30.23254,-88.68324,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Unidentified Tern",30.17323,-85.80338,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Willet",30.34179,-89.15655,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Brown Pelican",30.23114,-88.33454,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Greater Shearwater",30.12422,-85.73511,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",30.32985,-87.3014,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",30.3672,-86.96581,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Unknown",30.38192,-86.89346,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Laughing Gull",30.34328,-89.14188,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Brown Pelican",30.49882,-88.04128,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Brown Pelican",30.49302,-88.02304,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Great Blue Heron",30.3884,-86.8034,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Royal Tern",30.2458,-88.22979,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Blue-winged Teal",29.73905,-93.72245,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",29.11644,-90.17734,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Brown Pelican",29.37256,-89.89343,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Royal Tern",29.14955,-89.42171,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Laughing Gull",29.36509,-89.85559,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Unknown",29.36509,-89.85559,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Unknown",29.36509,-89.85559,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Unknown",29.36509,-89.85559,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Unknown",29.36509,-89.85559,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Unknown",29.36509,-89.85559,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Laughing Gull",29.39598,-89.29973,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Brown Pelican",29.37256,-89.89343,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Laughing Gull",29.36509,-89.85559,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",29.36509,-89.85559,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Unknown",29.36509,-89.85559,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Unknown",29.36509,-89.85559,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Unknown",29.36509,-89.85559,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",29.36509,-89.85559,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",29.36294,-89.85355,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Laughing Gull",29.36294,-89.85355,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Laughing Gull",29.36294,-89.85355,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Sanderling",29.74148,-93.70988,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Laughing Gull",29.46116,-89.68617,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Great Egret",29.54639,-90.63213,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Clapper Rail",29.46382,-89.8668,"Unknown","Dead",1,2010-09-01,5,2010-09-01,36
"Seaside Sparrow",29.44292,-89.88585,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Laughing Gull",29.84414,-89.30397,"Visibly Oiled","Dead",1,2010-09-01,4,2010-09-01,36
"Black Skimmer",29.29619,-89.66589,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Black Skimmer",29.29619,-89.66589,"Not Visibly Oiled","Dead",1,2010-09-01,3,2010-09-01,36
"Black Skimmer",30.21359,-88.95141,"Not Visibly Oiled","Dead",1,2010-09-02,3,2010-09-02,36
"Northern Gannet",30.30955,-89.32587,"Visibly Oiled","Dead",1,2010-09-02,4,2010-09-02,36
"Laughing Gull",30.21279,-88.97158,"Not Visibly Oiled","Dead",1,2010-09-02,3,2010-09-02,36
"Red-tailed Hawk",30.3889,-86.80286,"Not Visibly Oiled","Dead",1,2010-09-02,3,2010-09-02,36
"Laughing Gull",30.2405,-89.42452,"Visibly Oiled","Dead",1,2010-09-02,4,2010-09-02,36
