"Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number"
"Northern Gannet",30.3286,-89.1981,"Not Visibly Oiled","Live",1,2010-07-21,1,2010-07-21,30
"Laughing Gull",30.23172,-88.32127,"Not Visibly Oiled","Live",1,2010-05-05,1,2010-05-05,19
"Northern Gannet",30.26677,-87.59248,"Visibly Oiled","Live",1,2010-05-05,2,2010-05-05,19
"American White Pelican",29.29649,-89.66432,"Not Visibly Oiled","Live",1,2010-05-05,1,2010-05-05,19
"Brown Pelican",29.88244,-88.87624,"Visibly Oiled","Live",1,2010-05-08,2,2010-05-08,19
"Brown Pelican",29.0029,-89.36961,"Not Visibly Oiled","Live",1,2010-05-14,1,2010-05-14,20
"Northern Gannet",30.3339,-85.56565,"Unknown","Live",1,2010-05-17,6,2010-05-17,21
"Common Loon",30.28177,-87.51028,"Not Visibly Oiled","Live",1,2010-05-17,1,2010-05-17,21
"Brown Pelican",30.4141,-88.24542,"Visibly Oiled","Live",1,2010-05-18,2,2010-05-18,21
"Northern Gannet",30.24063,-88.12451,"Not Visibly Oiled","Live",1,2010-05-18,1,2010-05-18,21
"Northern Gannet",30.34983,-87.04357,"Visibly Oiled","Live",1,2010-05-19,2,2010-05-19,21
"Brown Pelican",30.40095,-89.22388,"Not Visibly Oiled","Live",1,2010-05-19,1,2010-05-19,21
"Laughing Gull",30.20525,-88.4702,"Not Visibly Oiled","Live",1,2010-05-19,1,2010-05-19,21
"Ruddy Turnstone",29.01852,-89.13831,"Visibly Oiled","Live",1,2010-05-20,2,2010-05-20,21
"Brown Pelican",30.32373,-88.20962,"Not Visibly Oiled","Live",1,2010-05-21,1,2010-05-21,21
"Herring Gull",29.0662,-90.95555,"Not Visibly Oiled","Live",1,2010-05-21,1,2010-05-21,21
"Northern Gannet",30.26865,-87.58337,"Not Visibly Oiled","Live",1,2010-05-23,1,2010-05-23,21
"Northern Gannet",30.25757,-88.1993,"Visibly Oiled","Live",1,2010-05-23,2,2010-05-23,21
"Northern Gannet",30.35498,-88.37456,"Not Visibly Oiled","Live",1,2010-05-23,1,2010-05-23,21
"Laughing Gull",30.39398,-88.90162,"Not Visibly Oiled","Live",1,2010-05-23,1,2010-05-23,21
"Common Loon",30.3705,-86.92242,"Not Visibly Oiled","Live",1,2010-05-24,1,2010-05-24,22
"Northern Gannet",30.25162,-88.08155,"Not Visibly Oiled","Live",1,2010-05-24,1,2010-05-24,22
"Herring Gull",30.25799,-88.10682,"Not Visibly Oiled","Live",1,2010-05-24,1,2010-05-24,22
"Brown Pelican",30.09232,-85.64811,"Visibly Oiled","Live",1,2010-05-24,2,2010-05-24,22
"Brown Pelican",30.342,-88.57215,"Visibly Oiled","Live",1,2010-05-25,2,2010-05-25,22
"Brown Pelican",29.32522,-89.47299,"Not Visibly Oiled","Live",1,2010-05-25,1,2010-05-25,22
"American White Pelican",29.29649,-89.66432,"Not Visibly Oiled","Live",1,2010-05-25,1,2010-05-25,22
"Northern Gannet",30.24419,-87.70644,"Visibly Oiled","Live",1,2010-05-26,2,2010-05-26,22
"Northern Gannet",30.35618,-87.00443,"Visibly Oiled","Live",1,2010-05-26,2,2010-05-26,22
"Brown Pelican",30.33303,-88.56498,"Visibly Oiled","Live",1,2010-05-26,2,2010-05-26,22
"Brown Pelican",30.33313,-88.51513,"Visibly Oiled","Live",1,2010-05-26,2,2010-05-26,22
"Brown Pelican",29.23016,-89.99225,"Visibly Oiled","Live",1,2010-05-26,2,2010-05-26,22
"Brown Pelican",29.06846,-90.33543,"Not Visibly Oiled","Live",1,2010-05-26,1,2010-05-26,22
"Brown Pelican",30.72095,-88.04112,"Visibly Oiled","Live",1,2010-05-28,2,2010-05-28,22
"Brown Pelican",30.32228,-88.22462,"Not Visibly Oiled","Live",1,2010-05-28,1,2010-05-28,22
"Common Loon",30.23374,-86.33371,"Not Visibly Oiled","Live",1,2010-05-30,1,2010-05-30,22
"American White Pelican",30.32808,-88.5658,"Not Visibly Oiled","Live",1,2010-05-30,1,2010-05-30,22
"Wilson's Storm-petrel",30.17009,-87.33448,"Not Visibly Oiled","Live",1,2010-05-31,1,2010-05-31,23
"Brown Pelican",30.28647,-87.5645,"Not Visibly Oiled","Live",1,2010-05-31,1,2010-05-31,23
"Masked Booby",30.32776,-86.16688,"Not Visibly Oiled","Live",1,2010-05-31,1,2010-05-31,23
"Laughing Gull",30.23162,-88.11611,"Not Visibly Oiled","Live",1,2010-05-31,1,2010-05-31,23
"Laughing Gull",30.30367,-89.32967,"Not Visibly Oiled","Live",1,2010-05-31,1,2010-05-31,23
"Laughing Gull",30.22818,-88.33096,"Not Visibly Oiled","Live",1,2010-06-01,1,2010-06-01,23
"Laughing Gull",30.23204,-88.34058,"Not Visibly Oiled","Live",1,2010-06-01,1,2010-06-01,23
"Herring Gull",30.23006,-88.11453,"Not Visibly Oiled","Live",1,2010-06-01,1,2010-06-01,23
"Laughing Gull",30.22573,-88.10867,"Not Visibly Oiled","Live",1,2010-06-01,1,2010-06-01,23
"Northern Gannet",28.75517,-88.3855,"Visibly Oiled","Live",1,2010-06-01,2,2010-06-01,23
"Unidentified Blackbird",30.39843,-88.80587,"Not Visibly Oiled","Live",1,2010-06-01,1,2010-06-01,23
"Laughing Gull",30.2519,-88.08148,"Visibly Oiled","Live",1,2010-06-03,2,2010-06-03,23
"Canada Goose",30.24368,-88.11167,"Not Visibly Oiled","Live",1,2010-06-03,1,2010-06-03,23
"Brown Pelican",29.44693,-90.58743,"Visibly Oiled","Live",1,2010-06-03,2,2010-06-03,23
"Brown Pelican",29.1707,-89.57416,"Visibly Oiled","Live",1,2010-06-03,2,2010-06-03,23
"Brown Pelican",29.18217,-89.54675,"Visibly Oiled","Live",1,2010-06-03,2,2010-06-03,23
"Northern Gannet",30.244,-87.7074,"Not Visibly Oiled","Live",1,2010-06-04,1,2010-06-04,23
"Common Loon",30.3265,-87.31734,"Not Visibly Oiled","Live",1,2010-06-04,1,2010-06-04,23
"Brown Pelican",29.31338,-89.86137,"Visibly Oiled","Live",1,2010-06-04,2,2010-06-04,23
"Brown Pelican",29.16488,-89.5655,"Visibly Oiled","Live",1,2010-06-04,2,2010-06-04,23
"Laughing Gull",30.12509,-88.57988,"Not Visibly Oiled","Live",1,2010-06-05,1,2010-06-05,23
"Brown Pelican",29.2911,-89.91022,"Visibly Oiled","Live",1,2010-06-05,2,2010-06-05,23
"Brown Pelican",29.37398,-89.89315,"Visibly Oiled","Live",1,2010-06-05,2,2010-06-05,23
"Brown Pelican",29.46643,-89.93813,"Visibly Oiled","Live",1,2010-06-05,2,2010-06-05,23
"Least Tern",30.27475,-87.56085,"Visibly Oiled","Live",1,2010-06-06,2,2010-06-06,23
"Northern Gannet",30.31571,-88.47913,"Not Visibly Oiled","Live",1,2010-06-06,1,2010-06-06,23
"Brown Pelican",30.34341,-88.53885,"Visibly Oiled","Live",1,2010-06-06,2,2010-06-06,23
"Double-crested Cormorant",30.36808,-86.32464,"Not Visibly Oiled","Live",1,2010-06-06,1,2010-06-06,23
"Brown Pelican",29.3335,-90.3725,"Visibly Oiled","Live",1,2010-06-06,2,2010-06-06,23
"Brown Pelican",29.20806,-89.50306,"Visibly Oiled","Live",1,2010-06-06,2,2010-06-06,23
"Brown Pelican",29.31537,-89.90187,"Visibly Oiled","Live",1,2010-06-06,2,2010-06-06,23
"Sooty Tern",30.32361,-85.53778,"Visibly Oiled","Live",1,2010-06-07,2,2010-06-07,24
"Herring Gull",30.22742,-88.58254,"Visibly Oiled","Live",1,2010-06-07,2,2010-06-07,24
"Brown Pelican",29.65555,-89.43992,"Not Visibly Oiled","Live",1,2010-06-07,1,2010-06-07,24
"Brown Pelican",29.4575,-89.89942,"Visibly Oiled","Live",1,2010-06-07,2,2010-06-07,24
"Brown Pelican",29.2001,-89.5235,"Visibly Oiled","Live",1,2010-06-07,2,2010-06-07,24
"Herring Gull",30.22742,-88.58254,"Not Visibly Oiled","Live",1,2010-06-08,1,2010-06-08,24
"Rock Pigeon",30.16888,-87.31127,"Not Visibly Oiled","Live",1,2010-06-08,1,2010-06-08,24
"Pied-bill Grebe",30.23618,-87.76443,"Not Visibly Oiled","Live",1,2010-06-08,1,2010-06-08,24
"Brown Pelican",29.30067,-88.8685,"Visibly Oiled","Live",1,2010-06-08,2,2010-06-08,24
"Other",30.36226,-86.29384,"Not Visibly Oiled","Live",1,2010-06-09,1,2010-06-09,24
"Masked Booby",30.36226,-86.29384,"Not Visibly Oiled","Live",1,2010-06-09,1,2010-06-09,24
"Brown Pelican",30.58299,-88.07014,"Not Visibly Oiled","Live",1,2010-06-09,1,2010-06-09,24
"Brown Pelican",29.33803,-89.86741,"Visibly Oiled","Live",1,2010-06-09,2,2010-06-09,24
"Brown Pelican",29.25855,-89.60578,"Not Visibly Oiled","Live",1,2010-06-09,1,2010-06-09,24
"Brown Pelican",29.16318,-90.437,"Visibly Oiled","Live",1,2010-06-09,2,2010-06-09,24
"Laughing Gull",29.8512,-90.85299,"Not Visibly Oiled","Live",1,2010-06-09,1,2010-06-09,24
"Northern Gannet",30.15983,-87.35555,"Visibly Oiled","Live",1,2010-06-10,2,2010-06-10,24
"Great Blue Heron",30.37131,-86.27414,"Not Visibly Oiled","Live",1,2010-06-10,1,2010-06-10,24
"Laughing Gull",30.52114,-88.10412,"Not Visibly Oiled","Live",1,2010-06-10,1,2010-06-10,24
"Brown Pelican",30.13247,-88.31653,"Not Visibly Oiled","Live",1,2010-06-10,1,2010-06-10,24
"Brown Pelican",30.31104,-89.32477,"Visibly Oiled","Live",1,2010-06-10,2,2010-06-10,24
"Pied-bill Grebe",30.28878,-87.47338,"Visibly Oiled","Live",1,2010-06-11,2,2010-06-11,24
"Laughing Gull",30.33736,-89.17052,"Visibly Oiled","Live",1,2010-06-11,2,2010-06-11,24
"Royal Tern",29.24183,-90.67553,"Visibly Oiled","Live",1,2010-06-11,2,2010-06-11,24
"Brown Pelican",29.6713,-94.021,"Not Visibly Oiled","Live",1,2010-06-11,1,2010-06-11,24
"Brown Pelican",29.34662,-89.86838,"Visibly Oiled","Live",1,2010-06-11,2,2010-06-11,24
"Northern Gannet",30.24568,-87.52113,"Visibly Oiled","Live",1,2010-06-12,2,2010-06-12,24
"Northern Gannet",30.23752,-87.7563,"Visibly Oiled","Live",1,2010-06-12,2,2010-06-12,24
"Brown Pelican",30.28408,-87.55424,"Visibly Oiled","Live",1,2010-06-12,2,2010-06-12,24
"Northern Gannet",30.17642,-87.59083,"Visibly Oiled","Live",1,2010-06-12,2,2010-06-12,24
"Northern Gannet",30.33845,-88.29047,"Not Visibly Oiled","Live",1,2010-06-12,1,2010-06-12,24
"Northern Gannet",28.91,-88.63833,"Visibly Oiled","Live",1,2010-06-12,2,2010-06-12,24
"Brown Pelican",29.29855,-89.59594,"Visibly Oiled","Live",1,2010-06-12,2,2010-06-12,24
"Unidentified Pelican",30.22847,-87.84578,"Visibly Oiled","Live",1,2010-06-13,2,2010-06-13,24
"Northern Gannet",30.26068,-87.6174,"Visibly Oiled","Live",1,2010-06-13,2,2010-06-13,24
"Pied-bill Grebe",30.29801,-87.41773,"Visibly Oiled","Live",1,2010-06-13,2,2010-06-13,24
"Northern Gannet",30.297,-87.456,"Not Visibly Oiled","Live",1,2010-06-13,1,2010-06-13,24
"Northern Gannet",30.31698,-88.45912,"Visibly Oiled","Live",1,2010-06-13,2,2010-06-13,24
"Laughing Gull",30.4946,-88.03637,"Visibly Oiled","Live",1,2010-06-13,2,2010-06-13,24
"Brown Pelican",30.567,-88.0903,"Not Visibly Oiled","Live",1,2010-06-13,1,2010-06-13,24
"Brown Pelican",29.27118,-89.60493,"Visibly Oiled","Live",1,2010-06-13,2,2010-06-13,24
"Laughing Gull",29.05058,-90.98413,"Not Visibly Oiled","Live",1,2010-06-13,1,2010-06-13,24
"Pied-bill Grebe",30.35152,-87.03151,"Visibly Oiled","Live",1,2010-06-14,2,2010-06-14,25
"Horned Grebe",30.2785,-87.52113,"Visibly Oiled","Live",1,2010-06-14,2,2010-06-14,25
"Northern Gannet",30.36595,-86.97884,"Not Visibly Oiled","Live",1,2010-06-14,1,2010-06-14,25
"Brown Pelican",29.26487,-89.60918,"Visibly Oiled","Live",1,2010-06-14,2,2010-06-14,25
"Brown Pelican",29.49588,-90.11078,"Visibly Oiled","Live",1,2010-06-14,2,2010-06-14,25
"Brown Pelican",29.36673,-90.35842,"Visibly Oiled","Live",1,2010-06-14,2,2010-06-14,25
"Brown Pelican",30.36068,-88.76422,"Visibly Oiled","Live",1,2010-06-14,2,2010-06-14,25
"American Coot",30.3431,-87.07545,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Pied-bill Grebe",30.33617,-87.1148,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.32407,-87.18743,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.22701,-87.99383,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.16975,-87.30252,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.22885,-87.81899,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.3198,-87.1053,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.35352,-88.60208,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Northern Gannet",30.02362,-88.1468,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Laughing Gull",30.30811,-88.02897,"Not Visibly Oiled","Live",1,2010-06-15,1,2010-06-15,25
"Northern Gannet",30.351,-87.03385,"Visibly Oiled","Live",1,2010-06-15,2,2010-06-15,25
"Double-crested Cormorant",30.39862,-86.60326,"Not Visibly Oiled","Live",1,2010-06-15,1,2010-06-15,25
"Laughing Gull",29.69819,-84.77257,"Not Visibly Oiled","Live",1,2010-06-15,1,2010-06-15,25
"Sandwich Tern",30.25057,-88.14207,"Not Visibly Oiled","Live",1,2010-06-15,1,2010-06-15,25
"Laughing Gull",29.31028,-90.27163,"Not Visibly Oiled","Live",1,2010-06-15,1,2010-06-15,25
"Brown Pelican",29.0545,-90.85335,"Not Visibly Oiled","Live",1,2010-06-15,1,2010-06-15,25
"Pied-bill Grebe",30.6141,-86.54185,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Northern Gannet",30.25626,-85.96479,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Pied-bill Grebe",30.35725,-87.00563,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Northern Gannet",30.09,-86.43,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Northern Gannet",30.4923,-88.23068,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Northern Gannet",30.25027,-87.27348,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Double-crested Cormorant",30.26957,-87.58278,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Rock Pigeon",30.34518,-88.56205,"Not Visibly Oiled","Live",1,2010-06-16,1,2010-06-16,25
"Brown Pelican",30.255,-88.7368,"Not Visibly Oiled","Live",1,2010-06-16,1,2010-06-16,25
"Common Tern",29.3425,-89.80297,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Laughing Gull",29.34072,-89.804,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Herring Gull",29.3032,-89.72367,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"American Oystercatcher",29.30717,-89.8701,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Forster's Tern",29.3425,-89.80297,"Visibly Oiled","Live",1,2010-06-16,2,2010-06-16,25
"Least Tern",30.65569,-87.91173,"Visibly Oiled","Live",1,2010-06-17,2,2010-06-17,25
"Pied-bill Grebe",30.38664,-86.52283,"Visibly Oiled","Live",1,2010-06-17,2,2010-06-17,25
"Northern Gannet",30.38155,-86.84876,"Visibly Oiled","Live",1,2010-06-17,2,2010-06-17,25
"Cattle Egret",30.56754,-88.0911,"Not Visibly Oiled","Live",1,2010-06-17,1,2010-06-17,25
"Snowy Egret",29.30417,-89.96193,"Visibly Oiled","Live",1,2010-06-17,2,2010-06-17,25
"Snowy Egret",29.14378,-90.00113,"Not Visibly Oiled","Live",1,2010-06-17,1,2010-06-17,25
"Brown Pelican",30.3902,-86.70477,"Visibly Oiled","Live",1,2010-06-18,2,2010-06-18,25
"Northern Gannet",30.33735,-87.10845,"Visibly Oiled","Live",1,2010-06-18,2,2010-06-18,25
"Northern Gannet",30.13927,-88.37061,"Visibly Oiled","Live",1,2010-06-18,2,2010-06-18,25
"Northern Gannet",30.353,-86.54221,"Not Visibly Oiled","Live",1,2010-06-18,1,2010-06-18,25
"Northern Gannet",30.62642,-86.61698,"Not Visibly Oiled","Live",1,2010-06-18,1,2010-06-18,25
"Common Loon",30.38797,-86.79325,"Visibly Oiled","Live",1,2010-06-18,2,2010-06-18,25
"Snowy Egret",29.18103,-89.57599,"Visibly Oiled","Live",1,2010-06-18,2,2010-06-18,25
"Willet",29.18124,-89.41935,"Not Visibly Oiled","Live",1,2010-06-18,1,2010-06-18,25
"Northern Gannet",29.93953,-87.49574,"Visibly Oiled","Live",1,2010-06-19,2,2010-06-19,25
"Northern Gannet",30.30075,-86.10126,"Visibly Oiled","Live",1,2010-06-19,2,2010-06-19,25
"Northern Gannet",30.33158,-86.15708,"Visibly Oiled","Live",1,2010-06-19,2,2010-06-19,25
"Northern Gannet",30.23838,-87.75192,"Visibly Oiled","Live",1,2010-06-19,2,2010-06-19,25
"Laughing Gull",30.22819,-87.83495,"Not Visibly Oiled","Live",1,2010-06-19,1,2010-06-19,25
"Northern Gannet",30.13051,-87.31092,"Not Visibly Oiled","Live",1,2010-06-19,1,2010-06-19,25
"Northern Gannet",30.15587,-87.26309,"Visibly Oiled","Live",1,2010-06-19,2,2010-06-19,25
"Common Loon",30.35292,-87.02933,"Not Visibly Oiled","Live",1,2010-06-20,1,2010-06-20,25
"Northern Gannet",30.29097,-88.63775,"Not Visibly Oiled","Live",1,2010-06-20,1,2010-06-20,25
"Northern Gannet",30.28018,-88.57418,"Not Visibly Oiled","Live",1,2010-06-20,1,2010-06-20,25
"Northern Gannet",30.22884,-88.32365,"Not Visibly Oiled","Live",1,2010-06-20,1,2010-06-20,25
"Brown Pelican",29.30372,-89.99793,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.30372,-89.9646,"Not Visibly Oiled","Live",1,2010-06-20,1,2010-06-20,25
"Brown Pelican",29.30372,-89.9646,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Common Tern",29.34257,-89.80428,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.30372,-89.9646,"Not Visibly Oiled","Live",1,2010-06-20,1,2010-06-20,25
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.18223,-89.59876,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Brown Pelican",29.30388,-89.9644,"Visibly Oiled","Live",1,2010-06-20,2,2010-06-20,25
"Pied-bill Grebe",30.33735,-87.10845,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Common Loon",30.35465,-87.02603,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Brown Pelican",30.25945,-87.11569,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Canada Goose",30.64515,-87.76954,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Brown Pelican",30.31057,-87.72255,"Not Visibly Oiled","Live",1,2010-06-21,1,2010-06-21,26
"Northern Gannet",30.41687,-89.56418,"Not Visibly Oiled","Live",1,2010-06-21,1,2010-06-21,26
"Northern Gannet",30.29998,-88.4308,"Not Visibly Oiled","Live",1,2010-06-21,1,2010-06-21,26
"Northern Gannet",30.24836,-87.6671,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Brown Pelican",30.31056,-89.30417,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Brown Pelican",29.30372,-89.9646,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Brown Pelican",29.30372,-89.9646,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Laughing Gull",29.16028,-87.73553,"Visibly Oiled","Live",1,2010-06-21,2,2010-06-21,26
"Pied-bill Grebe",30.2956,-87.43226,"Visibly Oiled","Live",1,2010-06-22,2,2010-06-22,26
"Laughing Gull",30.38543,-88.10837,"Not Visibly Oiled","Live",1,2010-06-22,1,2010-06-22,26
"Rock Pigeon",30.35237,-88.5083,"Not Visibly Oiled","Live",1,2010-06-22,1,2010-06-22,26
"Laughing Gull",29.36513,-89.8655,"Visibly Oiled","Live",1,2010-06-22,2,2010-06-22,26
"Brown Pelican",29.30372,-89.63127,"Not Visibly Oiled","Live",1,2010-06-22,1,2010-06-22,26
"Mallard",30.39927,-87.23982,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Mallard",30.39927,-87.23982,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Mallard",30.13956,-87.1438,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Mallard",30.23956,-87.1438,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Common Loon",30.37193,-86.91634,"Not Visibly Oiled","Live",1,2010-06-23,1,2010-06-23,26
"Common Loon",30.32956,-87.15073,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Northern Gannet",30.223,-87.29,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Laughing Gull",30.2491,-87.66856,"Not Visibly Oiled","Live",1,2010-06-23,1,2010-06-23,26
"Laughing Gull",29.82278,-85.3051,"Not Visibly Oiled","Live",1,2010-06-23,1,2010-06-23,26
"Mourning Dove",30.52352,-88.09763,"Not Visibly Oiled","Live",1,2010-06-23,1,2010-06-23,26
"Common Tern",29.44263,-89.91257,"Visibly Oiled","Live",1,2010-06-23,2,2010-06-23,26
"Northern Gannet",30.3482,-87.05257,"Visibly Oiled","Live",1,2010-06-24,2,2010-06-24,26
"Northern Gannet",30.23076,-88.11439,"Not Visibly Oiled","Live",1,2010-06-24,1,2010-06-24,26
"Unidentified Duck",29.28471,-90.01361,"Not Visibly Oiled","Live",1,2010-06-24,1,2010-06-24,26
"Northern Gannet",30.23466,-87.7726,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Pied-bill Grebe",30.28721,-87.48737,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Pied-bill Grebe",30.30193,-87.3995,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Pied-bill Grebe",30.32894,-87.15437,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Pied-bill Grebe",30.28588,-87.4884,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Other",30.28385,-87.50426,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.24154,-87.72797,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Common Loon",30.32292,-87.197,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Common Loon",30.32961,-87.1457,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.07678,-87.43327,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.07678,-87.43327,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.14933,-86.27367,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.12797,-86.27788,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.41456,-88.10685,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Brown Pelican",29.67157,-85.22173,"Not Visibly Oiled","Live",1,2010-06-25,1,2010-06-25,26
"Great Blue Heron",30.1309,-88.07434,"Not Visibly Oiled","Live",1,2010-06-25,1,2010-06-25,26
"Northern Gannet",30.2569,-88.19433,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Brown Pelican",30.42505,-88.41942,"Not Visibly Oiled","Live",1,2010-06-25,1,2010-06-25,26
"Northern Gannet",29.55727,-92.22267,"Not Visibly Oiled","Live",1,2010-06-25,1,2010-06-25,26
"Brown Pelican",29.38917,-89.30568,"Not Visibly Oiled","Live",1,2010-06-25,1,2010-06-25,26
"Common Tern",29.25884,-89.58381,"Visibly Oiled","Live",1,2010-06-25,2,2010-06-25,26
"Northern Gannet",30.18052,-87.09736,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.31974,-87.22506,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.39723,-86.51867,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.25888,-87.62081,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.1562,-87.2483,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Pied-bill Grebe",30.2368,-87.1403,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.22498,-88.00651,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.16773,-87.20917,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Common Loon",30.32474,-87.29452,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Brown Pelican",30.35212,-88.50858,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Northern Gannet",30.1431,-88.15071,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Northern Gannet",30.15081,-88.4517,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Northern Gannet",30.12246,-88.17134,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Northern Gannet",30.14865,-88.1576,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Pied-bill Grebe",30.20629,-88.32351,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Royal Tern",30.22762,-87.51163,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Mallard",30.46163,-87.80077,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Least Bittern",30.38983,-88.6156,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Snowy Egret",29.30282,-89.9575,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Common Loon",30.20552,-88.43434,"Visibly Oiled","Live",1,2010-06-26,2,2010-06-26,26
"Royal Tern",29.10472,-90.1884,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Northern Gannet",30.2041,-88.28557,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
"Unknown",30.24775,-88.2627,"Not Visibly Oiled","Live",1,2010-06-26,1,2010-06-26,26
