"obsDate","Species","State","Latitude","Longitude","New","Confirmed","Alive","Date","week.number"
2010-08-06,"Chelonia mydas",NA,28.68532,-88.30048,"N","Y","Y",2010-08-06,32
2010-08-06,"Chelonia mydas",NA,29.86111,-87.10789,"N","Y","Y",2010-08-06,32
2010-08-06,"Chelonia mydas",NA,29.53939,-86.35261,"N","Y","Y",2010-08-06,32
2010-08-07,"Lepidochelys kempii",NA,28.70485,-89.58472,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,28.69725,-89.57843,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,28.6733,-89.5306,"N","Y","Y",2010-08-07,32
2010-08-07,"Chelonia mydas",NA,28.66293,-89.51825,"N","Y","Y",2010-08-07,32
2010-08-07,"Chelonia mydas",NA,28.65758,-89.51382,"N","Y","Y",2010-08-07,32
2010-08-07,"Eretmochelys imbricata",NA,28.65097,-89.51193,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,30.05303,-86.22828,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,29.70417,-85.99892,"N","Y","Y",2010-08-07,32
2010-08-07,"Chelonia mydas",NA,29.68311,-86.00308,"N","Y","Y",2010-08-07,32
2010-08-08,"Lepidochelys kempii",NA,28.64103,-89.41565,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,28.61333,-89.37177,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,28.60078,-89.36313,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,28.51213,-89.20935,"N","Y","Y",2010-08-08,32
2010-08-08,"Eretmochelys imbricata",NA,28.63667,-89.40072,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,28.60572,-89.35997,"N","Y","Y",2010-08-08,32
2010-08-08,"Eretmochelys imbricata",NA,28.5647,-89.32335,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.68192,-87.02408,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.70367,-86.20797,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.70367,-86.20797,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.70236,-86.20128,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.70344,-86.19892,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.70606,-86.19597,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.70586,-86.19497,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.60731,-86.13211,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.61386,-86.17444,"N","Y","Y",2010-08-08,32
2010-08-10,"Lepidochelys kempii",NA,29.81969,-86.96106,"N","Y","Y",2010-08-10,33
2010-08-10,"Lepidochelys kempii",NA,29.81508,-86.96381,"N","Y","Y",2010-08-10,33
2010-08-10,"Lepidochelys kempii",NA,29.80275,-87.21925,"N","Y","Y",2010-08-10,33
2010-08-18,"Lepidochelys kempii",NA,30.29592,-86.24506,"N","Y","Y",2010-08-18,34
2010-08-18,"Chelonia mydas",NA,30.29433,-86.24408,"N","Y","Y",2010-08-18,34
2010-08-19,"Lepidochelys kempii",NA,30.33086,-86.2565,"N","Y","Y",2010-08-19,34
2010-08-20,"Caretta caretta",NA,29.21681,-88.58306,"N","Y","N",2010-08-20,34
2010-08-23,"Lepidochelys kempii",NA,29.98242,-86.94317,"N","Y","Y",2010-08-23,35
2010-08-23,"Lepidochelys kempii",NA,29.91092,-86.98219,"N","Y","Y",2010-08-23,35
2010-08-24,"Lepidochelys kempii",NA,29.95775,-86.69692,"N","Y","Y",2010-08-24,35
2010-08-24,"Lepidochelys kempii",NA,29.95522,-86.75856,"N","Y","Y",2010-08-24,35
2010-09-11,"Lepidochelys kempii","MS",30.39112,-88.95999,"N","Y","N",2010-09-11,37
2010-09-11,"Lepidochelys kempii","MS",30.38685,-89.00307,"N","Y","N",2010-09-11,37
2010-09-11,"Lepidochelys kempii","MS",30.21657,-88.50012,"N","Y","Y",2010-09-11,37
2010-09-12,"Caretta caretta","AL",30.23488,-88.26832,"N","Y","N",2010-09-12,37
2010-09-13,"Lepidochelys kempii","MS",30.39251,-88.93628,"N","Y","N",2010-09-13,38
2010-09-14,"Lepidochelys kempii","AL",30.26099,-87.91804,"N","Y","N",2010-09-14,38
2010-09-14,"Chelonia mydas","MS",30.40871,-88.83832,"N","Y","N",2010-09-14,38
2010-09-13,"Caretta caretta","LA",29.21558,-90.07536,"N","Y","N",2010-09-13,38
2010-09-14,"Lepidochelys kempii","LA",29.27447,-90.37815,"N","Y","N",2010-09-14,38
2010-09-15,"Lepidochelys kempii","LA",29.2621,-89.94968,"N","Y","N",2010-09-15,38
2010-09-16,"Caretta caretta","MS",30.33963,-88.57018,"N","Y","N",2010-09-16,38
2010-09-16,"Eretmochelys imbricata",NA,28.82572,-89.23475,"N","Y","Y",2010-09-16,38
2010-09-18,"Lepidochelys kempii","MS",30.28063,-89.36495,"N","Y","Y",2010-09-18,38
2010-09-19,"Lepidochelys kempii","MS",30.28063,-89.36495,"N","Y","Y",2010-09-19,38
2010-09-20,"Unknown","MS",30.38854,-88.98901,"N","Y","N",2010-09-20,39
2010-09-20,"Chelonia mydas",NA,29.72694,-87.19867,"N","Y","Y",2010-09-20,39
2010-09-20,"Lepidochelys kempii",NA,29.90764,-87.16842,"N","Y","Y",2010-09-20,39
2010-09-21,"Unknown","MS",30.35994,-88.67298,"N","Y","N",2010-09-21,39
2010-09-21,"Lepidochelys kempii","MS",30.40412,-88.82783,"N","Y","N",2010-09-21,39
2010-09-25,"Lepidochelys kempii","LA",29.2133,-90.05749,"N","Y","N",2010-09-25,39
2010-09-25,"Lepidochelys kempii","MS",30.40507,-88.82952,"N","Y","Y",2010-09-25,39
2010-09-27,"Caretta caretta","AL",30.29833,-87.55388,"N","Y","N",2010-09-27,40
2010-10-02,"Lepidochelys kempii","MS",30.28063,-89.36495,"N","Y","Y",2010-10-02,40
2010-10-02,"Lepidochelys kempii","FL",30.38514,-86.81927,"N","Y","N",2010-10-02,40
2010-10-05,"Lepidochelys kempii","AL",30.250019,-88.075422,"N","Y","N",2010-10-05,41
2010-10-06,"Lepidochelys kempii","LA",29.286767,-90.4934,"N","Y","N",2010-10-06,41
2010-10-07,"Chelonia mydas","LA",29.823303,-89.599252,"N","Y","N",2010-10-07,41
2010-09-22,"Lepidochelys kempii","MS",30.3754,-89.04436,"N","Y","N",2010-09-22,39
2010-09-24,"Lepidochelys kempii","FL",29.948048,-85.423495,"N","Y","N",2010-09-24,39
2010-10-11,"Lepidochelys kempii","MS",30.3917,-88.94903,"N","Y","N",2010-10-11,42
2010-10-11,"Chelonia mydas","LA",29.08765,-90.22342,"N","Y","N",2010-10-11,42
2010-10-12,"Unknown","LA",29.11993,-90.16254,"N","Y","N",2010-10-12,42
2010-10-18,"Lepidochelys kempii","AL",30.231953,-88.317361,"Y","Y","N",2010-10-18,43
