"","X","Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number","Alive","Common","Family","Quarter"
"4945",4945,"Northern Gannet",29.66667,-88.88333,"Visibly Oiled","Dead",1,"2010-07-02",4,2010-07-02,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4947",4947,"Northern Gannet",30.21189,-89.44105,"Visibly Oiled","Dead",1,"2010-07-14",4,2010-07-14,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4948",4948,"Northern Gannet",30.26839,-89.06293,"Visibly Oiled","Dead",1,"2010-07-15",4,2010-07-15,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4949",4949,"Northern Gannet",30.23514,-88.30304,"Visibly Oiled","Dead",1,"2010-07-15",4,2010-07-15,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4955",4955,"Northern Gannet",29.75527,-93.61362,"Not Visibly Oiled","Dead",1,"2010-08-09",3,2010-08-09,33,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"4963",4963,"Northern Gannet",30.28122,-88.23638,"Visibly Oiled","Dead",1,"2010-07-17",4,2010-07-17,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4965",4965,"Northern Gannet",30.01662,-85.55907,"Not Visibly Oiled","Dead",1,"2010-07-27",3,2010-07-27,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4968",4968,"Northern Gannet",30.27,-87.578,"Visibly Oiled","Dead",1,"2010-06-28",4,2010-06-28,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4970",4970,"Northern Gannet",30.22401,-89.07549,"Visibly Oiled","Dead",1,"2010-07-31",4,2010-07-31,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4971",4971,"Northern Gannet",29.63537,-85.1486,"Not Visibly Oiled","Dead",1,"2010-08-09",3,2010-08-09,33,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"4976",4976,"Northern Gannet",30.23955,-88.75857,"Unknown","Dead",1,"2010-08-09",5,2010-08-09,33,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"4979",4979,"Northern Gannet",30.35466,-88.50865,"Visibly Oiled","Dead",1,"2010-06-28",4,2010-06-28,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4994",4994,"Northern Gannet",30.28695,-86.04305,"Not Visibly Oiled","Dead",1,"2010-08-03",3,2010-08-03,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"4995",4995,"Northern Gannet",30.09,-86.43,"Visibly Oiled","Dead",1,"2010-07-18",4,2010-07-18,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4996",4996,"Northern Gannet",30.43333,-86.9775,"Not Visibly Oiled","Dead",1,"2010-07-11",3,2010-07-11,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"4997",4997,"Northern Gannet",30.24943,-88.17304,"Not Visibly Oiled","Dead",1,"2010-08-25",3,2010-08-25,35,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5001",5001,"Northern Gannet",29.66057,-85.17811,"Not Visibly Oiled","Dead",1,"2010-06-02",3,2010-06-02,23,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5002",5002,"Northern Gannet",30.22846,-87.86089,"Visibly Oiled","Dead",1,"2010-06-30",4,2010-06-30,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5004",5004,"Northern Gannet",30.25362,-87.65115,"Visibly Oiled","Dead",1,"2010-06-30",4,2010-06-30,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5006",5006,"Northern Gannet",30.31995,-87.25472,"Visibly Oiled","Dead",1,"2010-08-04",4,2010-08-04,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5010",5010,"Northern Gannet",29.76128,-93.13605,"Not Visibly Oiled","Dead",1,"2010-08-04",3,2010-08-04,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5012",5012,"Northern Gannet",30.30955,-89.32587,"Visibly Oiled","Dead",1,"2010-09-02",4,2010-09-02,36,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5013",5013,"Northern Gannet",30.38264,-86.84326,"Visibly Oiled","Dead",1,"2010-07-01",4,2010-07-01,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5014",5014,"Northern Gannet",30.19577,-88.35922,"Visibly Oiled","Dead",1,"2010-07-19",4,2010-07-19,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5015",5015,"Northern Gannet",30.39148,-86.75781,"Visibly Oiled","Dead",1,"2010-09-18",4,2010-09-18,38,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5021",5021,"Northern Gannet",29.76559,-93.37946,"Not Visibly Oiled","Dead",1,"2010-08-21",3,2010-08-21,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5022",5022,"Northern Gannet",28.9857,-89.39258,"Visibly Oiled","Dead",1,"2010-08-22",4,2010-08-22,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5027",5027,"Northern Gannet",30.1571,-87.32611,"Not Visibly Oiled","Dead",1,"2010-07-19",3,2010-07-19,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5028",5028,"Northern Gannet",30.32942,-88.5765,"Not Visibly Oiled","Dead",1,"2010-06-13",3,2010-06-13,24,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5030",5030,"Northern Gannet",30.24775,-88.26266,"Visibly Oiled","Dead",1,"2010-07-02",4,2010-07-02,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5032",5032,"Northern Gannet",30.22978,-87.97378,"Visibly Oiled","Dead",1,"2010-08-16",4,2010-08-16,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5034",5034,"Northern Gannet",30.35442,-89.12349,"Not Visibly Oiled","Dead",1,"2010-05-18",3,2010-05-18,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5035",5035,"Northern Gannet",30.28292,-86.4958,"Visibly Oiled","Dead",1,"2010-06-15",4,2010-06-15,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5038",5038,"Northern Gannet",30.225,-88.583,"Not Visibly Oiled","Dead",1,"2010-05-18",3,2010-05-18,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5039",5039,"Northern Gannet",30.24827,-88.19506,"Visibly Oiled","Dead",1,"2010-08-18",4,2010-08-18,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5040",5040,"Northern Gannet",30.24288,-88.75304,"Visibly Oiled","Dead",1,"2010-09-19",4,2010-09-19,38,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5045",5045,"Northern Gannet",30.32697,-86.68612,"Visibly Oiled","Dead",1,"2010-07-03",4,2010-07-03,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5048",5048,"Northern Gannet",29.22578,-89.71151,"Visibly Oiled","Dead",1,"2010-08-05",4,2010-08-05,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5055",5055,"Northern Gannet",30.34286,-88.70748,"Unknown","Dead",1,"2010-05-19",5,2010-05-19,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5056",5056,"Northern Gannet",30.35351,-88.60208,"Visibly Oiled","Dead",1,"2010-06-17",4,2010-06-17,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5057",5057,"Northern Gannet",30.15587,-87.26309,"Visibly Oiled","Dead",1,"2010-07-08",4,2010-07-08,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5062",5062,"Northern Gannet",30.23047,-86.09135,"Not Visibly Oiled","Dead",1,"2010-08-12",3,2010-08-12,33,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5063",5063,"Northern Gannet",30.14889,-87.37076,"Unknown","Dead",1,"2010-07-31",5,2010-07-31,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5064",5064,"Northern Gannet",30.2995,-88.31307,"Not Visibly Oiled","Dead",1,"2010-09-21",3,2010-09-21,39,0,"Boobies, Gannets","Sulidae","09-20-2010 to 10-18-210"
"5066",5066,"Northern Gannet",30.23018,-88.66385,"Visibly Oiled","Dead",1,"2010-07-04",4,2010-07-04,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5067",5067,"Northern Gannet",30.1284,-88.26415,"Visibly Oiled","Dead",1,"2010-07-09",4,2010-07-09,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5070",5070,"Northern Gannet",30.2079,-88.97623,"Visibly Oiled","Dead",1,"2010-07-09",4,2010-07-09,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5072",5072,"Northern Gannet",30.25667,-88.6782,"Visibly Oiled","Dead",1,"2010-07-09",4,2010-07-09,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5073",5073,"Northern Gannet",30.1244,-85.733,"Not Visibly Oiled","Dead",1,"2010-07-26",3,2010-07-26,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5074",5074,"Northern Gannet",30.08227,-85.61459,"Unknown","Dead",1,"2010-07-24",5,2010-07-24,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5075",5075,"Northern Gannet",30.39372,-88.89648,"Not Visibly Oiled","Dead",1,"2010-08-29",3,2010-08-29,35,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5082",5082,"Northern Gannet",30.25362,-87.65155,"Visibly Oiled","Dead",1,"2010-07-06",4,2010-07-06,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5091",5091,"Northern Gannet",30.24318,-88.68017,"Not Visibly Oiled","Dead",1,"2010-07-22",3,2010-07-22,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5093",5093,"Northern Gannet",30.22401,-89.07549,"Visibly Oiled","Dead",1,"2010-07-31",4,2010-07-31,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5094",5094,"Northern Gannet",30.23838,-87.75192,"Not Visibly Oiled","Dead",1,"2010-06-19",3,2010-06-19,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5096",5096,"Northern Gannet",30.24154,-87.72797,"Visibly Oiled","Dead",1,"2010-08-29",4,2010-08-29,35,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5097",5097,"Northern Gannet",30.29836,-88.58915,"Visibly Oiled","Dead",1,"2010-08-05",4,2010-08-05,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5100",5100,"Northern Gannet",30.30336,-88.06685,"Visibly Oiled","Dead",1,"2010-07-20",4,2010-07-20,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5103",5103,"Northern Gannet",30.29441,-89.08077,"Visibly Oiled","Dead",1,"2010-09-24",4,2010-09-24,39,0,"Boobies, Gannets","Sulidae","09-20-2010 to 10-18-210"
"5107",5107,"Northern Gannet",30.37208,-86.34418,"Visibly Oiled","Dead",1,"2010-07-10",4,2010-07-10,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5111",5111,"Northern Gannet",30.03425,-85.5786,"Visibly Oiled","Dead",1,"2010-08-07",4,2010-08-07,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5112",5112,"Northern Gannet",29.27113,-89.95368,"Visibly Oiled","Dead",1,"2010-07-12",4,2010-07-12,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5113",5113,"Northern Gannet",30.2605,-87.50833,"Visibly Oiled","Dead",1,"2010-07-10",4,2010-07-10,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5114",5114,"Northern Gannet",29.74631,-93.68127,"Visibly Oiled","Dead",1,"2010-08-13",4,2010-08-13,33,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5116",5116,"Northern Gannet",30.23465,-87.7725,"Visibly Oiled","Dead",1,"2010-06-25",4,2010-06-25,26,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5117",5117,"Northern Gannet",30.251,-88.1588,"Not Visibly Oiled","Dead",1,"2010-09-11",3,2010-09-11,37,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5118",5118,"Northern Gannet",30.27293,-88.29756,"Not Visibly Oiled","Dead",1,"2010-06-12",3,2010-06-12,24,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5120",5120,"Northern Gannet",28.91,-88.63838,"Visibly Oiled","Dead",1,"2010-06-12",4,2010-06-12,24,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5121",5121,"Northern Gannet",30.24572,-88.77502,"Visibly Oiled","Dead",1,"2010-07-11",4,2010-07-11,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5122",5122,"Northern Gannet",28.75516,-88.3855,"Visibly Oiled","Dead",1,"2010-06-01",4,2010-06-01,23,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5125",5125,"Northern Gannet",29.30556,-84.87708,"Unknown","Dead",1,"2010-07-07",5,2010-07-07,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5128",5128,"Northern Gannet",30.16019,-87.29987,"Visibly Oiled","Dead",1,"2010-07-16",4,2010-07-16,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5130",5130,"Northern Gannet",29.24683,-90.00563,"Unknown","Dead",1,"2010-05-22",5,2010-05-22,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5135",5135,"Northern Gannet",30.23416,-88.68885,"Visibly Oiled","Dead",1,"2010-06-11",4,2010-06-11,24,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5136",5136,"Northern Gannet",30.39328,-86.591,"Visibly Oiled","Dead",1,"2010-06-17",4,2010-06-17,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5140",5140,"Northern Gannet",30.3849,-86.82182,"Visibly Oiled","Dead",1,"2010-06-17",4,2010-06-17,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5141",5141,"Northern Gannet",30.20314,-85.855,"Unknown","Dead",1,"2010-08-19",5,2010-08-19,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5142",5142,"Northern Gannet",30.2895,-88.29347,"Visibly Oiled","Dead",1,"2010-07-20",4,2010-07-20,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5145",5145,"Northern Gannet",30.12797,-87.72212,"Visibly Oiled","Dead",1,"2010-07-20",4,2010-07-20,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5149",5149,"Northern Gannet",30.38416,-86.48766,"Visibly Oiled","Dead",1,"2010-06-28",4,2010-06-28,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5150",5150,"Northern Gannet",30.26085,-87.61804,"Visibly Oiled","Dead",1,"2010-08-22",4,2010-08-22,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5151",5151,"Northern Gannet",30.24094,-88.70495,"Visibly Oiled","Dead",1,"2010-07-12",4,2010-07-12,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5153",5153,"Northern Gannet",30.24225,-88.10418,"Visibly Oiled","Dead",1,"2010-07-19",4,2010-07-19,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5154",5154,"Northern Gannet",30.34281,-88.55398,"Visibly Oiled","Dead",1,"2010-08-06",4,2010-08-06,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5155",5155,"Northern Gannet",30.36595,-86.97884,"Not Visibly Oiled","Dead",1,"2010-06-14",3,2010-06-14,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5157",5157,"Northern Gannet",30.16201,-87.3263,"Visibly Oiled","Dead",1,"2010-07-21",4,2010-07-21,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5158",5158,"Northern Gannet",28.685,-88.88533,"Visibly Oiled","Dead",1,"2010-06-15",4,2010-06-15,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5159",5159,"Northern Gannet",30.1431,-88.15071,"Visibly Oiled","Dead",1,"2010-07-23",4,2010-07-23,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5160",5160,"Northern Gannet",30.1438,-88.3839,"Not Visibly Oiled","Dead",1,"2010-05-18",3,2010-05-18,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5161",5161,"Northern Gannet",30.15983,-87.35555,"Visibly Oiled","Dead",1,"2010-06-15",4,2010-06-15,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5162",5162,"Northern Gannet",29.99797,-85.53094,"Not Visibly Oiled","Dead",1,"2010-08-03",3,2010-08-03,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5163",5163,"Northern Gannet",30.09314,-85.68676,"Not Visibly Oiled","Dead",1,"2010-05-19",3,2010-05-19,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5164",5164,"Northern Gannet",30.32223,-89.2214,"Visibly Oiled","Dead",1,"2010-07-09",4,2010-07-09,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5170",5170,"Northern Gannet",29.10376,-90.18595,"Visibly Oiled","Dead",1,"2010-07-21",4,2010-07-21,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5171",5171,"Northern Gannet",29.76961,-93.47206,"Visibly Oiled","Dead",1,"2010-08-06",4,2010-08-06,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5176",5176,"Northern Gannet",30.21255,-88.4095,"Unknown","Dead",1,"2010-07-14",5,2010-07-14,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5177",5177,"Northern Gannet",30.30225,-88.03633,"Visibly Oiled","Dead",1,"2010-08-06",4,2010-08-06,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5178",5178,"Northern Gannet",30.02361,-88.1468,"Visibly Oiled","Dead",1,"2010-06-17",4,2010-06-17,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5179",5179,"Northern Gannet",30.31698,-88.45911,"Visibly Oiled","Dead",1,"2010-06-17",4,2010-06-17,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5180",5180,"Northern Gannet",30.3733,-85.58103,"Not Visibly Oiled","Dead",1,"2010-05-20",3,2010-05-20,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5182",5182,"Northern Gannet",30.3908,-87.2305,"Not Visibly Oiled","Dead",1,"2010-07-15",3,2010-07-15,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5183",5183,"Northern Gannet",29.21081,-94.92243,"Not Visibly Oiled","Dead",1,"2010-07-31",3,2010-07-31,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5184",5184,"Northern Gannet",29.69507,-84.77269,"Not Visibly Oiled","Dead",1,"2010-05-28",3,2010-05-28,22,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5185",5185,"Northern Gannet",30.38543,-86.5165,"Not Visibly Oiled","Dead",1,"2010-07-13",3,2010-07-13,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5186",5186,"Northern Gannet",30.27019,-87.593,"Visibly Oiled","Dead",1,"2010-08-14",4,2010-08-14,33,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5187",5187,"Northern Gannet",30.20771,-88.4961,"Not Visibly Oiled","Dead",1,"2010-08-20",3,2010-08-20,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5188",5188,"Northern Gannet",29.73425,-93.74369,"Unknown","Dead",1,"2010-07-30",5,2010-07-30,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5189",5189,"Northern Gannet",30.33735,-87.10845,"Visibly Oiled","Dead",1,"2010-06-18",4,2010-06-18,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5190",5190,"Northern Gannet",30.24816,-87.48922,"Not Visibly Oiled","Dead",1,"2010-08-07",3,2010-08-07,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5191",5191,"Northern Gannet",30.33608,-87.8566,"Visibly Oiled","Dead",1,"2010-08-07",4,2010-08-07,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5192",5192,"Northern Gannet",30.25027,-88.72652,"Visibly Oiled","Dead",1,"2010-07-19",4,2010-07-19,30,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5193",5193,"Northern Gannet",30.1466,-89.2025,"Visibly Oiled","Dead",1,"2010-08-28",4,2010-08-28,35,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5195",5195,"Northern Gannet",30.27416,-88.11126,"Not Visibly Oiled","Dead",1,"2010-09-14",3,2010-09-14,38,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5196",5196,"Northern Gannet",29.94823,-88.72173,"Visibly Oiled","Dead",1,"2010-06-21",4,2010-06-21,26,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5197",5197,"Northern Gannet",30.30738,-86.10126,"Visibly Oiled","Dead",1,"2010-06-19",4,2010-06-19,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5200",5200,"Northern Gannet",30.20767,-88.97299,"Visibly Oiled","Dead",1,"2010-07-26",4,2010-07-26,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5202",5202,"Northern Gannet",30.37585,-86.37019,"Visibly Oiled","Dead",1,"2010-06-19",4,2010-06-19,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5203",5203,"Northern Gannet",29.74685,-93.67915,"Visibly Oiled","Dead",1,"2010-07-26",4,2010-07-26,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5205",5205,"Northern Gannet",29.55726,-92.22266,"Not Visibly Oiled","Dead",1,"2010-06-27",3,2010-06-27,26,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5206",5206,"Northern Gannet",30.35694,-89.11305,"Visibly Oiled","Dead",1,"2010-07-06",4,2010-07-06,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5208",5208,"Northern Gannet",29.66851,-85.3598,"Visibly Oiled","Dead",1,"2010-08-29",4,2010-08-29,35,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5212",5212,"Northern Gannet",30.24431,-88.12594,"Visibly Oiled","Dead",1,"2010-08-20",4,2010-08-20,34,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5214",5214,"Northern Gannet",30.36226,-86.97048,"Visibly Oiled","Dead",1,"2010-08-03",4,2010-08-03,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5215",5215,"Northern Gannet",30.3235,-87.19568,"Unknown","Dead",1,"2010-05-20",5,2010-05-20,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5216",5216,"Northern Gannet",30.23313,-88.09363,"Visibly Oiled","Dead",1,"2010-07-28",4,2010-07-28,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5217",5217,"Northern Gannet",30.252,-88.139,"Visibly Oiled","Dead",1,"2010-08-05",4,2010-08-05,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5218",5218,"Northern Gannet",30.22615,-88.32478,"Visibly Oiled","Dead",1,"2010-08-05",4,2010-08-05,32,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5222",5222,"Northern Gannet",30.37816,-86.39124,"Not Visibly Oiled","Dead",1,"2010-07-30",3,2010-07-30,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5223",5223,"Northern Gannet",30.0354,-85.51885,"Not Visibly Oiled","Dead",1,"2010-05-20",3,2010-05-20,21,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5226",5226,"Northern Gannet",30.24818,-88.19247,"Visibly Oiled","Dead",1,"2010-07-27",4,2010-07-27,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5227",5227,"Northern Gannet",30.23509,-88.25374,"Not Visibly Oiled","Dead",1,"2010-09-16",3,2010-09-16,38,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5229",5229,"Northern Gannet",29.95277,-85.44263,"Not Visibly Oiled","Dead",1,"2010-07-15",3,2010-07-15,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5231",5231,"Northern Gannet",30.27308,-87.56183,"Not Visibly Oiled","Dead",1,"2010-07-18",3,2010-07-18,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5232",5232,"Northern Gannet",30.24498,-88.23014,"Unknown","Dead",1,"2010-08-25",5,2010-08-25,35,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5233",5233,"Northern Gannet",30.18927,-85.83,"Unknown","Dead",1,"2010-07-10",5,2010-07-10,28,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5234",5234,"Northern Gannet",29.1236,-90.18388,"Not Visibly Oiled","Dead",1,"2010-07-28",3,2010-07-28,31,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5235",5235,"Northern Gannet",30.34401,-87.3074,"Visibly Oiled","Dead",1,"2010-06-29",4,2010-06-29,27,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5236",5236,"Northern Gannet",30.33845,-88.29046,"Not Visibly Oiled","Dead",1,"2010-06-18",3,2010-06-18,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5237",5237,"Northern Gannet",30.22498,-88.00651,"Visibly Oiled","Dead",1,"2010-07-15",4,2010-07-15,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
"5239",5239,"Northern Gannet",30.24268,-88.71722,"Visibly Oiled","Dead",1,"2010-09-04",4,2010-09-04,36,0,"Boobies, Gannets","Sulidae","08-02-2010 to 09-19-2010"
"5241",5241,"Northern Gannet",30.37321,-86.35302,"Visibly Oiled","Dead",1,"2010-06-16",4,2010-06-16,25,0,"Boobies, Gannets","Sulidae","05-05-2010 to 06-20-2010"
"5242",5242,"Northern Gannet",29.68024,-85.25573,"Visibly Oiled","Dead",1,"2010-07-18",4,2010-07-18,29,0,"Boobies, Gannets","Sulidae","06-21-2010 to 08-01-2010"
